mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-92a-2-5p,NM_000524,HTR1A,1690,1712,"0,846153846154","-22,6",1,"1,131652E-05","0,397","0,415227","0,84738255125","-12,422787160389",14,22,7,CDS,,0,0
hsa-miR-93-5p,NM_000524,HTR1A,767,808,"0,923076923077","-20,5",1,"0,0008039905","0,456","2,22074524","1,95869747","-6,69537312491512",20,41,10,CDS,,0,0
hsa-miR-93-3p,NM_000524,HTR1A,216,240,"0,846153846154",-23,1,"4,54438E-08","0,426","-0,739294363636364","-0,6561881525","-10,0215482373908",17,24,7,5UTR,,0,0
hsa-miR-93-3p,NM_000524,HTR1A,1345,1373,"0,846153846154","-22,2",1,"0,0005380069","0,338","4,507538","4,36237451","-11,1366211765062",17,28,7,CDS,,0,0
hsa-miR-96-5p,NM_000524,HTR1A,806,843,"0,846153846154","-17,9",1,"1,261285E-06","0,382","1,954757","1,9436152425","-7,48303883423299",11,13,11,CDS,,0,0
hsa-miR-96-3p,NM_000524,HTR1A,831,851,1,"-24,8",1,"6,140532E-05","0,397","3,36696907692308","1,66460049","-7,27063564855292",18,20,13,CDS,,0,0
hsa-miR-99a-3p,NM_000524,HTR1A,2029,2051,"0,923076923077","-24,8",1,"0,0001769546","0,441","0,140890728571429","0,31712799625","-8,39717990556894",18,22,8,3UTR,,0,0
hsa-miR-29b-1-5p,NM_000524,HTR1A,589,640,"0,923076923077","-25,7",1,"0,0004402394","0,412","5,6558648","4,426478105","-10,1091522312084",17,27,10,CDS,,0,0
hsa-miR-29b-2-5p,NM_000524,HTR1A,1831,1865,"0,846153846154","-22,8",1,"7,383143E-05","0,397","0,433310211538462","0,50275308","-6,76234892161201",17,34,11,CDS,,0,0
hsa-miR-29b-2-5p,NM_000524,HTR1A,672,691,"0,984615384615","-20,9",1,"0,06864229","0,426","3,398236875","2,942146555","-9,68273395597569",15,19,8,CDS,,0,0
hsa-miR-103a-3p,NM_000524,HTR1A,907,934,"0,923076923077","-28,4",1,"0,000250506","0,382","1,19749726153846","1,04058703","-4,84971449560288",20,27,7,CDS,,0,0
hsa-miR-105-3p,NM_000524,HTR1A,1219,1254,"0,923076923077","-21,9",1,"9,176447E-05","0,412","2,63442111428571","4,61311082","-6,8276705241817",17,23,7,CDS,,0,0
hsa-miR-105-3p,NM_000524,HTR1A,2081,2104,"0,923076923077","-20,7",1,"0,001153089","0,559","-0,053097533333333","-0,01146367","-5,69428359855016",19,23,12,3UTR,,0,0
hsa-miR-107,NM_000524,HTR1A,890,934,"0,846153846154","-25,9",1,"0,000250506","0,382","0,675430846153846","0,89542408","-4,84971449560288",16,23,7,CDS,,0,0
hsa-miR-107,NM_000524,HTR1A,722,742,"0,846153846154","-22,4",1,"3,002278E-06","0,324","-0,170420836363636","2,4247202775","-7,37317722725709",16,20,7,CDS,,0,0
hsa-miR-107,NM_000524,HTR1A,1574,1614,"0,846153846154","-22,7",1,"3,919142E-05","0,412","2,2207457","1,847468585","-14,4354372055697",19,40,10,CDS,,0,0
hsa-miR-196a-5p,NM_000524,HTR1A,634,680,"0,846153846154",-18,1,"6,475239E-05","0,426","3,56635828888889","3,8423538925","-4,95700071937229",19,46,7,CDS,,0,0
hsa-miR-196a-5p,NM_000524,HTR1A,1122,1167,"0,846153846154","-17,5",1,"0,02729691","0,529","5,817775125","3,2557403175","-6,97192013302624",19,45,11,CDS,,0,0
hsa-miR-197-5p,NM_000524,HTR1A,523,546,"0,807692307692","-31,1",1,"0,0678061","0,324","2,28974507692308","4,7987462425","-7,91236201216959",20,23,13,5UTR,,0,0
hsa-miR-197-5p,NM_000524,HTR1A,1630,1681,"0,923076923077","-30,1",1,"0,00029274","0,382","1,75675540588235","0,5956712225","-3,79332483735712",21,43,9,CDS,,0,0
hsa-miR-197-5p,NM_000524,HTR1A,1484,1517,"0,923076923077","-27,3",1,"8,219171E-05","0,382","4,75609056842105","3,78549197","-6,10695976653775",19,33,8,CDS,,0,0
hsa-miR-198,NM_000524,HTR1A,1156,1182,1,"-23,3",1,"0,001768812","0,515","4,97351773913043","3,583771615","-5,10125032821684",19,26,8,CDS,,0,0
hsa-miR-199a-5p,NM_000524,HTR1A,1349,1371,1,"-27,1",1,"0,0009544231","0,353","2,20350828571429","4,55466871","-8,59573015181388",18,22,7,CDS,,0,0
hsa-miR-199a-5p,NM_000524,HTR1A,861,888,1,"-25,4",1,"0,0001850577","0,397","1,73971198947368","1,39878208","-4,79441436372207",19,27,11,CDS,,0,0
hsa-miR-30c-2-3p,NM_000524,HTR1A,1462,1500,"0,923076923077","-23,8",1,"6,314797E-05","0,338","3,31496213793103","4,43024287","-6,2512093753823",20,38,9,CDS,,0,0
hsa-miR-30d-5p,NM_000524,HTR1A,2144,2179,"0,846153846154","-19,1",1,"0,0001984599","0,632","-0,811878407692308","-0,39770263","-5,92549935992654",15,21,9,3UTR,,0,0
hsa-miR-30d-3p,NM_000524,HTR1A,1139,1157,"0,923076923077",-17,1,"0,001268782","0,5","3,41724177777778","3,8231966175","-14,5224395609708",15,18,7,CDS,,0,0
hsa-miR-139-3p,NM_000524,HTR1A,691,718,"0,846153846154","-22,3",1,"0,0004384271","0,382","1,92717525","2,3028882825","-6,07246093247907",18,27,5,CDS,,0,0
hsa-miR-147a,NM_000524,HTR1A,1684,1706,"0,923076923077","-20,2",1,"1,744826E-05","0,426","1,198947225","0,84524141375","-9,06124504818596",16,22,8,CDS,,0,0
hsa-miR-181b-5p,NM_000524,HTR1A,1308,1335,"0,923076923077","-22,7",1,"0,002257157","0,382","3,58634309090909","5,23901","-6,34000884684136",19,27,6,CDS,,0,0
hsa-miR-181b-5p,NM_000524,HTR1A,1828,1846,1,"-20,5",1,"0,0007342527","0,471","0,249232522222222","0,27908040375","-14,401049203701",16,18,9,CDS,,0,0
hsa-miR-182-5p,NM_000524,HTR1A,1819,1840,"0,923076923077","-24,9",1,"0,003521414","0,485","1,49954555555556","0,2998335425","-8,70703595965483",19,21,14,CDS,,0,0
hsa-miR-183-5p,NM_000524,HTR1A,1819,1839,"0,923076923077","-18,6",1,"0,002876401","0,485","0,874388646666667","0,1879970925","-9,87071184167",17,20,13,CDS,,0,0
hsa-miR-199b-5p,NM_000524,HTR1A,1334,1371,"0,846153846154","-22,5",1,"0,0009544231","0,353","5,00443385714286","4,733766275","-8,59573015181388",18,23,7,CDS,,0,0
hsa-miR-203a-5p,NM_000524,HTR1A,2042,2058,"0,923076923077",-19,1,"0,001277143","0,456","0,6560961","0,01505432625","-6,20770422918397",15,16,15,3UTR,,0,0
hsa-miR-203a-3p,NM_000524,HTR1A,152,194,"0,923076923077","-19,9",1,"0,0001535188","0,471","-0,636674373333333","-0,369481105","-4,95700071937229",15,17,15,5UTR,,0,0
hsa-miR-204-5p,NM_000524,HTR1A,49,72,"0,923076923077","-23,6",1,"0,367448","0,426","0,771342175","-0,036240915","-8,5738164943474",18,23,8,5UTR,,0,0
hsa-miR-205-5p,NM_000524,HTR1A,49,69,"0,923076923077","-22,7",1,"0,314644","0,441","-0,1014318","-0,0302366525","-6,44975962162723",17,20,7,5UTR,,0,0
hsa-miR-210-5p,NM_000524,HTR1A,1403,1435,"0,846153846154","-23,9",1,"0,0008253503","0,324","5,396740875","4,4396689","-3,79332483735712",19,32,6,CDS,,0,0
hsa-miR-210-3p,NM_000524,HTR1A,2226,2243,"0,923076923077","-23,3",1,"0,01899284","0,561","-0,4388799","-0,419993044583333","-12,3507333203483",15,17,12,3UTR,,0,0
hsa-miR-210-3p,NM_000524,HTR1A,525,572,"0,923076923077",-24,1,"5,319473E-07","0,324","2,722749625","4,66364883","-10,4867379442304",14,19,8,5UTR,,0,0
hsa-miR-211-5p,NM_000524,HTR1A,100,124,"0,846153846154",-24,1,"0,989436","0,441","-0,114297","-0,1833471025","-8,34076741404378",19,24,8,5UTR,,0,0
hsa-miR-211-5p,NM_000524,HTR1A,26,51,"0,846153846154","-23,6",1,"0,1493238","0,426","0,349883784615385","-0,120301765277778","-7,28437775579802",20,25,9,5UTR,,0,0
hsa-miR-211-5p,NM_000524,HTR1A,1561,1599,"0,846153846154","-22,7",1,"0,002511138","0,382","2,12373116216216","2,166073615","-3,93757444620166",22,38,8,CDS,,0,0
hsa-miR-211-3p,NM_000524,HTR1A,1187,1208,"0,923076923077","-24,9",1,"0,001348641","0,456","5,80521","3,9476221075","-7,62723151125963",17,21,8,CDS,,0,0
hsa-miR-211-3p,NM_000524,HTR1A,755,776,1,"-24,7",1,"0,0006447789","0,426","3,36696771428571","1,8663207625","-12,8003728734111",15,21,7,CDS,,0,0
hsa-miR-212-3p,NM_000524,HTR1A,170,211,"0,846153846154","-25,6",1,"2,084719E-05","0,471","-0,796217685714286","-0,388995385","-4,02637391766073",17,20,14,5UTR,,0,0
hsa-miR-212-3p,NM_000524,HTR1A,1351,1369,"0,846153846154","-23,9",1,"0,003097482","0,353","5,71151863636364","4,32278486","-7,48303883423299",14,18,11,CDS,,0,0
hsa-miR-216a-3p,NM_000524,HTR1A,1103,1122,"0,846153846154","-22,5",1,"0,0001162104","0,338","3,48547064285714","4,7714703225","-8,5271361954673",15,19,7,CDS,,0,0
hsa-miR-216a-3p,NM_000524,HTR1A,378,398,"0,846153846154","-20,1",1,"6,385003E-06","0,353","-1,195076075","1,48885884","-12,1450235542191",16,20,8,5UTR,,0,0
hsa-miR-217-3p,NM_000524,HTR1A,729,752,"0,923076923077","-21,4",1,"4,216894E-05","0,324","0,89353838","2,452970015","-12,6861179786854",17,23,10,CDS,,0,0
hsa-miR-217-3p,NM_000524,HTR1A,1346,1365,"0,846153846154","-17,2",1,"0,003549644","0,368","4,290735625","4,21155576","-12,5619587258898",16,19,13,CDS,,0,0
hsa-miR-218-1-3p,NM_000524,HTR1A,157,175,"0,846153846154","-19,4",1,"0,005318388","0,456","-0,377820688888889","-0,3394595675","-11,4182731997095",15,18,9,5UTR,,0,0
hsa-miR-218-2-3p,NM_000524,HTR1A,740,784,"0,846153846154","-19,9",1,"0,0009750813","0,426","2,88045641290323","1,7299802875","-8,5618861989319",19,44,10,CDS,,0,0
hsa-miR-221-3p,NM_000524,HTR1A,2028,2056,1,"-26,7",1,"0,0004536223","0,471","0,018247007692308","0,2813865125","-6,57951784055662",20,28,13,3UTR,,0,0
hsa-miR-222-5p,NM_000524,HTR1A,715,732,"0,923076923077","-19,9",1,"6,044602E-05","0,338","0,285954","2,50912545","-9,07598385079265",16,17,16,CDS,,0,0
hsa-miR-224-5p,NM_000524,HTR1A,636,668,"0,846153846154","-17,6",1,"0,0003112449","0,426","4,11875677777778","4,416660855","-6,96959672116086",20,32,9,CDS,,0,0
hsa-miR-224-3p,NM_000524,HTR1A,1603,1623,1,"-20,3",1,"0,002069326","0,397","0,920351533333333","1,8568943025","-7,80367080634498",17,20,13,CDS,,0,0
hsa-miR-224-3p,NM_000524,HTR1A,1706,1725,"0,846153846154","-18,1",1,"4,467863E-06","0,426","0,266801955555556","0,6728151625","-8,66051072386539",12,19,9,CDS,,0,0
hsa-miR-200b-5p,NM_000524,HTR1A,814,868,"0,923076923077","-21,9",1,"9,348532E-06","0,382","2,26096384848485","1,7437801525","-3,93757444620166",21,35,13,CDS,,0,0
hsa-let-7g-5p,NM_000524,HTR1A,393,411,"0,846153846154","-17,5",1,"7,913367E-06","0,397","0,215941175","1,9286762725","-6,80703184794896",16,18,13,5UTR,,0,0
hsa-let-7g-3p,NM_000524,HTR1A,1378,1403,"0,846153846154","-25,2",1,"9,91645E-08","0,324","3,8093716","4,82048731","-5,0358313056853",19,25,8,CDS,,0,0
hsa-let-7i-5p,NM_000524,HTR1A,385,411,"0,846153846154","-21,7",1,"7,913367E-06","0,397","-0,133722211764706","2,02624651","-5,83853320739471",20,26,13,5UTR,,0,0
hsa-miR-15b-5p,NM_000524,HTR1A,890,934,1,"-20,1",1,"0,000250506","0,382","0,5768185","0,9293582425","-8,01482427508625",12,15,8,CDS,,0,0
hsa-miR-27b-5p,NM_000524,HTR1A,1706,1742,"0,923076923077","-21,8",1,"3,692905E-06","0,456","0,331737925","0,6937568775","-4,95700071937229",16,18,16,CDS,,0,0
hsa-miR-27b-3p,NM_000524,HTR1A,773,788,"0,846153846154",-20,0,"9,470338E-05","0,426","1,62177885714286","2,037877415","-17,9670848570352",13,15,7,CDS,,0,0
hsa-miR-30b-3p,NM_000524,HTR1A,1462,1500,"0,846153846154","-19,5",1,"6,314797E-05","0,338","3,71752075675676","4,1568835975","-3,93757444620166",21,38,9,CDS,,0,0
hsa-miR-30b-3p,NM_000524,HTR1A,217,240,"0,846153846154","-19,8",1,"4,54438E-08","0,426","-0,911540111111111","-0,6036502775","-7,54033998804854",19,23,12,5UTR,,0,0
hsa-miR-30b-3p,NM_000524,HTR1A,2038,2060,1,"-18,9",1,"0,006368567","0,471","0,048654671428571","0,089996445","-10,9383611397748",17,22,11,3UTR,,0,0
hsa-miR-122-5p,NM_000524,HTR1A,755,772,"0,923076923077","-21,2",1,"0,0001364731","0,412","1,90187182857143","1,694764175","-6,94906088145147",14,17,7,CDS,,0,0
hsa-miR-124-5p,NM_000524,HTR1A,692,709,"0,923076923077","-21,5",1,"0,000237968","0,397","2,4825760625","2,347743395","-4,17062352650528",15,17,8,CDS,,0,0
hsa-miR-124-3p,NM_000524,HTR1A,804,831,"0,846153846154","-21,9",1,"7,97152E-06","0,397","1,39044857894737","1,58730569","-6,74758927398235",18,27,6,CDS,,0,0
hsa-miR-124-3p,NM_000524,HTR1A,650,670,"0,923076923077","-21,2",1,"0,0003915486","0,426","3,24539890909091","3,8062577925","-8,53912036659562",16,20,7,CDS,,0,0
hsa-miR-125b-1-3p,NM_000524,HTR1A,1472,1492,"0,923076923077","-21,5",1,"0,003536756","0,382","2,88099533333333","4,50753752","-6,73373633454722",16,20,6,CDS,,0,0
hsa-miR-128-1-5p,NM_000524,HTR1A,801,856,"0,923076923077","-25,7",1,"1,28744E-06","0,412","1,30873605882353","1,758862205","-5,49511392050811",20,31,9,CDS,,0,0
hsa-miR-128-3p,NM_000524,HTR1A,200,220,"0,923076923077","-19,5",1,"0,007587066","0,456","-0,204361963636364","-0,83031397","-6,76234892161201",18,20,14,5UTR,,0,0
hsa-miR-130a-3p,NM_000524,HTR1A,912,933,"0,923076923077","-19,9",1,"0,0009284008","0,397","1,30936871428571","1,3667329325","-6,81899453663895",17,21,7,CDS,,0,0
hsa-miR-132-5p,NM_000524,HTR1A,1861,1878,"0,846153846154","-18,4",1,"2,979947E-05","0,412","0,8474864625","0,656096125","-4,84971449560288",15,17,13,3UTR,,0,0
hsa-miR-133a-3p,NM_000524,HTR1A,52,76,"0,923076923077","-25,5",1,"0,4599139","0,426","0,310295342857143","-0,034739915","-11,5498598599782",17,24,7,5UTR,,0,0
hsa-miR-135a-3p,NM_000524,HTR1A,1961,1988,"0,846153846154","-25,3",1,"0,001146156","0,324","0,266575226923077","-0,2213011225","-9,54656246863793",18,27,8,3UTR,,0,0
hsa-miR-135a-2-3p,NM_000524,HTR1A,742,777,1,"-24,1",1,"0,0006404852","0,441","2,872282672","1,615700325","-5,08245545002336",18,35,8,CDS,,0,0
hsa-miR-135a-2-3p,NM_000524,HTR1A,1057,1080,1,"-21,7",1,"0,04909241","0,397","5,81358722222222","3,74024659","-4,95700071937229",18,23,8,CDS,,0,0
hsa-miR-135a-2-3p,NM_000524,HTR1A,1621,1645,"0,846153846154","-21,8",1,"0,002542787","0,441","2,68828331666667","1,0123083375","-5,8138406368927",18,24,7,CDS,,0,0
hsa-miR-137-5p,NM_000524,HTR1A,1507,1526,1,"-20,1",1,"0,0211739","0,368","4,674066","3,24065812","-13,4274746309529",14,19,6,CDS,,0,0
hsa-miR-137-5p,NM_000524,HTR1A,380,397,"0,846153846154","-20,6",1,"3,407603E-06","0,338","-1,12502562222222","1,499366415","-5,33701137222844",14,17,9,5UTR,,0,0
hsa-miR-138-2-3p,NM_000524,HTR1A,1356,1381,"0,846153846154","-18,7",1,"6,748577E-05","0,324","6,66344142857143","4,4283581975","-11,1732399482776",15,17,15,CDS,,0,0
hsa-miR-140-3p,NM_000524,HTR1A,1660,1682,"0,846153846154","-19,7",0,"0,001079028","0,382","1,7438698","1,0066529225","-15,5665584046434",15,22,9,CDS,,0,0
hsa-miR-141-3p,NM_000524,HTR1A,940,977,"0,923076923077","-20,2",1,"0,0002717664","0,382","0,987381866666667","2,2000078275","-10,044536534739",16,20,11,CDS,,0,0
hsa-miR-143-5p,NM_000524,HTR1A,886,937,"0,923076923077","-27,3",1,"1,852658E-05","0,368","2,3866457","0,865260335","-6,99539800191563",19,26,10,CDS,,0,0
hsa-miR-143-3p,NM_000524,HTR1A,1024,1047,1,"-18,8",1,"0,0007556782","0,382","4,14620083333333","4,4283578425","-11,5997336063208",14,16,14,CDS,,0,0
hsa-miR-191-3p,NM_000524,HTR1A,1218,1243,1,-23,1,"0,001791392","0,426","3,03301398571429","4,76392972","-6,81899453663895",17,25,7,CDS,,0,0
hsa-miR-125a-5p,NM_000524,HTR1A,131,153,"0,846153846154","-20,9",1,"0,01864143","0,426","-0,039243225","-0,3169434075","-8,29127580885367",16,22,8,5UTR,,0,0
hsa-miR-125a-3p,NM_000524,HTR1A,766,787,"0,846153846154","-25,2",1,"9,186325E-05","0,426","2,88937513333333","1,71361655","-9,85006594704645",15,21,6,CDS,,0,0
hsa-miR-125a-3p,NM_000524,HTR1A,2090,2109,1,"-25,2",1,"0,002274962","0,544","-0,04489916","-0,09678193875","-7,73084756216626",18,19,18,3UTR,,0,0
hsa-miR-125b-2-3p,NM_000524,HTR1A,1585,1607,"0,846153846154","-19,5",1,"0,01945803","0,397","1,180092875","1,907795925","-17,3716546355421",15,22,8,CDS,,0,0
hsa-miR-127-5p,NM_000524,HTR1A,2009,2030,"0,846153846154","-25,9",1,"0,000567126","0,353","-0,378487191666667","0,339034145","-14,9598082994604",16,21,12,3UTR,,0,0
hsa-miR-127-3p,NM_000524,HTR1A,1858,1883,"0,923076923077",-24,1,"0,0003792669","0,397","0,025814866666667","0,57538929875","-5,93929536754377",18,25,7,3UTR,,0,0
hsa-miR-129-2-3p,NM_000524,HTR1A,51,69,"0,846153846154","-19,5",1,"0,314644","0,441","-0,39650272","-0,0197290725","-8,53942849247875",12,18,5,5UTR,,0,0
hsa-miR-134-5p,NM_000524,HTR1A,1748,1770,1,"-22,8",1,"0,0979213","0,544","0,154067857142857","0,17326726625","-6,19385128974884",18,22,7,CDS,,0,0
hsa-miR-134-5p,NM_000524,HTR1A,226,246,"0,846153846154","-21,2",1,"4,154649E-06","0,412","-0,951568222222222","-0,49857441","-8,0367198866486",16,20,11,5UTR,,0,0
hsa-miR-134-3p,NM_000524,HTR1A,830,851,1,-24,1,"6,140532E-05","0,397","2,38664557142857","1,7513214525","-5,61866339543177",16,21,8,CDS,,0,0
hsa-miR-136-5p,NM_000524,HTR1A,48,62,1,"-15,3",1,"0,1741127","0,426","-0,038089123076923","-0,082537618157895","-4,76182347791137",13,14,13,5UTR,,0,0
hsa-miR-138-1-3p,NM_000524,HTR1A,1577,1613,"0,923076923077","-23,3",1,"0,001840822","0,412","2,330088375","1,741895285","-16,8446845106607",16,36,8,CDS,,0,0
hsa-miR-149-5p,NM_000524,HTR1A,58,85,"0,820512820513","-25,2",1,"0,4515719","0,397","0,790641542857143","0,01779811","-10,3555077475881",19,27,7,5UTR,,0,0
hsa-miR-149-5p,NM_000524,HTR1A,1268,1290,"0,846153846154","-24,4",1,"4,241716E-05","0,353","6,03143666666667","4,993928945","-9,79437119657121",19,22,15,CDS,,0,0
hsa-miR-149-5p,NM_000524,HTR1A,874,893,1,"-23,6",1,"4,205064E-05","0,412","2,386645375","1,45156875","-5,96246274500168",17,19,9,CDS,,0,0
hsa-miR-149-3p,NM_000524,HTR1A,527,550,1,"-27,2",1,"0,1733022","0,324","5,09446","4,9248372425","-5,0358313056853",18,23,8,5UTR,,0,0
hsa-miR-149-3p,NM_000524,HTR1A,2224,2244,"0,846153846154","-26,4",1,"0,02732545","0,55","-0,491586185714286","-0,31814887375","-15,6035394872214",14,20,7,3UTR,,0,0
hsa-miR-150-5p,NM_000524,HTR1A,964,983,"0,923076923077","-19,4",1,"0,0001762173","0,382","1,20522996666667","2,1792704825","-11,3601203297369",15,19,11,CDS,,0,0
hsa-miR-150-3p,NM_000524,HTR1A,826,865,"0,923076923077","-25,4",1,"3,640597E-05","0,397","2,24659947619048","1,6740265675","-3,93757444620166",19,28,8,CDS,,0,0
