mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-3160-3p,NM_001018077,NR3C1,4911,4928,"0,807692307692","-17,5",1,"0,0002620952","0,662","6,63396042857143","5,99524345","-12,3433786179208",15,17,10,3UTR,,0,0
hsa-miR-3190-5p,NM_001018077,NR3C1,6368,6386,"0,807692307692","-19,4",1,"0,002321686","0,471","0,029433","0,04447555175","-12,4228412037811",14,18,10,3UTR,,0,0
hsa-miR-3202,NM_001018077,NR3C1,6373,6414,"0,807692307692","-20,2",1,"0,0001784695","0,456","-0,708125625","0,19441333175","-13,2745490345656",13,19,8,3UTR,,0,0
hsa-miR-4260,NM_001018077,NR3C1,5980,6002,"0,807692307692","-19,4",1,"6,099126E-05","0,574","3,11957577777778","3,206007230625","-8,66051072386539",14,22,9,3UTR,,0,0
hsa-miR-3688-5p,NM_001018077,NR3C1,4900,4920,"0,807692307692","-17,8",1,"0,007060892","0,647","5,520973625","5,6681838125","-10,0937920368276",14,20,8,3UTR,,0,0
hsa-miR-4475,NM_001018077,NR3C1,5142,5162,"0,807692307692","-17,3",1,"0,002065845","0,426","2,59261838571429","3,16527744","-12,5235316230352",16,20,7,3UTR,,0,0
hsa-miR-4646-3p,NM_001018077,NR3C1,4899,4924,"0,807692307692","-27,7",1,"0,00191522","0,632","6,29486809090909","5,6974751","-5,0358313056853",19,25,15,3UTR,MIRT566605,0,1
hsa-miR-4691-3p,NM_001018077,NR3C1,5651,5704,"0,807692307692",-21,1,"0,001376567","0,632","3,01112357142857","3,07328244375","-5,18008091452984",21,53,6,3UTR,,0,0
hsa-miR-5682,NM_001018077,NR3C1,3393,3419,"0,807692307692","-18,6",1,"0,01612371","0,735","3,56115735217391","4,3782004375","-3,79332483735712",20,26,11,3UTR,,0,0
hsa-miR-6720-5p,NM_001018077,NR3C1,5684,5705,"0,807692307692","-25,3",1,"0,001582964","0,632","4,77859642857143","3,0986732075","-6,8276705241817",17,21,7,3UTR,MIRT471968,0,1
hsa-miR-6806-5p,NM_001018077,NR3C1,4244,4268,"0,807692307692","-25,1",1,"0,04450403","0,603","6,413348","5,381880565","-11,1132183099982",14,19,10,3UTR,,0,0
hsa-miR-6834-5p,NM_001018077,NR3C1,4597,4655,"0,807692307692","-22,3",1,"0,00039217","0,706","3,99004333333333","4,098615755","-3,93757444620166",20,26,11,3UTR,,0,0
hsa-miR-6855-5p,NM_001018077,NR3C1,4251,4276,"0,807692307692","-29,3",1,"0,02650589","0,559","3,56752865454546","5,176932665","-8,40585589311169",19,25,11,3UTR,,0,0
hsa-miR-6871-3p,NM_001018077,NR3C1,6291,6357,"0,807692307692","-20,5",1,"0,002394133","0,603","0,160177432580645","0,9312941665","-3,93757444620166",21,66,6,3UTR,,0,0
hsa-miR-6889-3p,NM_001018077,NR3C1,5131,5149,"0,807692307692","-22,5",1,"0,001846316","0,485","1,9354241","3,12539573375","-10,7290230518624",15,18,10,3UTR,,0,0
hsa-miR-7106-3p,NM_001018077,NR3C1,4899,4926,"0,807692307692","-23,9",1,"0,0004626979","0,647","5,68742066666667","5,901853175","-9,06124504818596",19,27,15,3UTR,,0,0
hsa-miR-8074,NM_001018077,NR3C1,5076,5105,"0,807692307692",-20,1,"0,003734271","0,574","3,6321485","3,35850934","-15,4939171521791",17,29,8,3UTR,,0,0
hsa-miR-10524-5p,NM_001018077,NR3C1,6937,6953,"0,807692307692","-17,4",1,"0,006019206","0,75","-0,31716648","-0,11012424625","-6,51454019367874",14,16,7,3UTR,,0,0
hsa-let-7f-5p,NM_001018076,NR3C1,5947,5972,"0,807692307692","-15,1",1,"0,07757783","0,691","2,4650525","3,41721330125","-13,5537975272727",18,25,10,3UTR,,0,0
hsa-miR-218-2-3p,NM_001018076,NR3C1,4458,4487,"0,807692307692","-19,9",1,"0,02815734","0,529","5,34851244157895","4,989244377125","-7,14012814695347",19,29,12,3UTR,,0,0
hsa-miR-376b-5p,NM_001018076,NR3C1,5504,5530,"0,807692307692","-18,2",1,"0,0002717701","0,441","2,39101655555556","2,63423006125","-8,15216813657534",20,26,7,3UTR,,0,0
hsa-miR-612,NM_001018076,NR3C1,4269,4318,"0,807692307692","-32,3",1,"0,000441932","0,471","5,6784285625","4,45601490875","-4,17062352650528",22,27,12,3UTR,,0,0
hsa-miR-934,NM_001018076,NR3C1,5879,5900,"0,807692307692","-17,9",1,"0,002658376","0,574","2,241151875","2,376184260625","-10,6079947208479",16,21,12,3UTR,,0,0
hsa-miR-3138,NM_001018076,NR3C1,4304,4361,"0,807692307692","-25,8",1,"0,1912751","0,5","5,56031036363637","4,4863456125","-6,93679006687834",18,26,11,3UTR,,0,0
hsa-miR-3160-3p,NM_001018076,NR3C1,4035,4052,"0,807692307692","-17,5",1,"0,0002620952","0,662","6,65441","5,29948016625","-12,3433786179208",15,17,10,3UTR,,0,0
hsa-miR-3688-5p,NM_001018076,NR3C1,4024,4044,"0,807692307692","-17,8",1,"0,007060892","0,647","4,90364575","5,07409424125","-10,0937920368276",14,20,8,3UTR,,0,0
hsa-miR-4442,NM_001018076,NR3C1,5902,5924,"0,807692307692","-17,5",1,"0,0004836912","0,662","4,40487655","2,305782745","-4,95700071937229",15,22,9,3UTR,,0,0
hsa-miR-4491,NM_001018076,NR3C1,4938,4961,"0,807692307692","-18,7",1,"0,02540748","0,676","6,79989666666667","5,84164861625","-8,50748621892948",16,23,6,3UTR,,0,0
hsa-miR-4512,NM_001018076,NR3C1,4282,4311,"0,807692307692","-23,6",1,"8,081433E-05","0,485","5,86007064","4,24775168875","-4,17062352650528",18,29,11,3UTR,,0,0
hsa-miR-4646-3p,NM_001018076,NR3C1,4023,4048,"0,807692307692","-27,7",1,"0,00191522","0,632","5,54650781818182","5,04732961625","-5,0358313056853",19,25,15,3UTR,MIRT566605,0,1
hsa-miR-4691-3p,NM_001018076,NR3C1,4775,4828,"0,807692307692",-21,1,"0,001376567","0,632","4,46996885714286","3,7456383875","-5,18008091452984",21,53,6,3UTR,,0,0
hsa-miR-5194,NM_001018076,NR3C1,4312,4366,"0,807692307692","-27,6",1,"0,1578744","0,471","4,075551375","5,180840665","-3,79332483735712",20,24,13,3UTR,,0,0
hsa-miR-5704,NM_001018076,NR3C1,5488,5509,"0,807692307692","-18,5",1,"0,002826708","0,485","1,38871537333333","3,20052455375","-10,6335773684912",15,21,11,3UTR,,0,0
hsa-miR-6768-3p,NM_001018076,NR3C1,5416,5437,"0,807692307692",-19,1,"0,0004588534","0,588","4,94566106","3,61555722125","-13,6138434123765",15,21,10,3UTR,,0,0
hsa-miR-6871-3p,NM_001018076,NR3C1,5415,5481,"0,807692307692","-20,5",1,"0,002394133","0,603","4,16785856935484","2,78924212","-3,93757444620166",21,66,6,3UTR,,0,0
hsa-miR-7106-3p,NM_001018076,NR3C1,4023,4050,"0,807692307692","-23,9",1,"0,0004626979","0,647","6,71987938","5,15157046625","-9,06124504818596",19,27,15,3UTR,,0,0
hsa-miR-7112-3p,NM_001018076,NR3C1,4155,4179,"0,807692307692","-22,3",1,"0,06611554","0,706","5,948272","5,4755492","-9,16853127195537",18,24,10,3UTR,,0,0
hsa-miR-7157-5p,NM_001018076,NR3C1,4278,4304,"0,807692307692","-22,6",1,"0,000210516","0,471","6,30877333333333","4,41789901","-5,22670505886791",21,26,10,3UTR,,0,1
hsa-miR-7852-3p,NM_001018076,NR3C1,2942,2963,"0,807692307692",-17,1,"0,009273976","0,706","1,2470475","0,59341288875","-9,86134350327509",16,21,8,3UTR,,0,1
hsa-miR-135b-3p,NM_001020825,NR3C1,3419,3435,"0,807692307692","-19,5",1,"0,01012653","0,529","3,73657857142857","2,670489131875","-15,1428954275097",15,16,15,3UTR,,0,0
hsa-miR-3134,NM_001020825,NR3C1,3882,3926,"0,807692307692","-19,8",1,"0,004700726","0,794","0,122559482352941","0,28884567875","-4,95700071937229",19,23,17,3UTR,,0,0
hsa-miR-3144-5p,NM_001020825,NR3C1,2965,2992,"0,807692307692","-15,4",1,"0,03219653","0,632","4,11559673333333","2,48621702875","-9,16064394648905",18,27,8,3UTR,,0,0
hsa-miR-3713,NM_001020825,NR3C1,2859,2880,"0,807692307692","-19,6",1,"0,0003417383","0,618","1,468723","2,78799199125","-11,9660799287727",14,21,6,3UTR,,0,0
hsa-miR-6768-3p,NM_001020825,NR3C1,3160,3181,"0,807692307692",-19,1,"0,0004588534","0,588","2,640482355","1,739102910625","-13,6138434123765",15,21,10,3UTR,,0,0
hsa-miR-8082,NM_001020825,NR3C1,3296,3315,"0,807692307692","-18,4",1,"0,02638672","0,603","3,73418027272727","3,18523277625","-7,48303883423299",15,19,11,3UTR,,0,0
hsa-miR-218-2-3p,NM_000176,NR3C1,4832,4861,"0,807692307692","-19,9",1,"0,02815734","0,529","4,55680815789474","4,944947375","-7,14012814695347",19,29,12,3UTR,,0,0
hsa-miR-140-3p,NM_000176,NR3C1,3503,3524,"0,807692307692","-17,8",1,"0,0001808918","0,588","4,83321225","3,41187275625","-6,43255626800408",16,21,5,3UTR,,0,0
hsa-miR-135b-3p,NM_000176,NR3C1,6049,6065,"0,807692307692","-19,5",1,"0,01012653","0,529","3,73657857142857","2,670489131875","-15,1428954275097",15,16,15,3UTR,,0,0
hsa-miR-562,NM_000176,NR3C1,3431,3448,"0,807692307692","-17,5",1,"4,40616E-07","0,632","4,44272285714286","4,46798653875","-10,1721504219127",15,17,13,3UTR,,0,0
hsa-miR-767-5p,NM_000176,NR3C1,4069,4093,"0,807692307692",-22,1,"0,0122556","0,632","4,83522608571429","5,26561049","-10,8813860964245",20,24,11,3UTR,,0,0
hsa-miR-301b-3p,NM_000176,NR3C1,4917,4946,"0,807692307692","-17,3",1,"0,00157609","0,603","5,9842166","5,7753983875","-10,0806713213566",16,20,10,3UTR,,0,0
hsa-miR-3134,NM_000176,NR3C1,6512,6556,"0,807692307692","-19,8",1,"0,004700726","0,794","0,122559482352941","0,28884567875","-4,95700071937229",19,23,17,3UTR,,0,0
hsa-miR-4320,NM_000176,NR3C1,4946,4982,"0,807692307692","-17,5",1,"0,003291822","0,662","6,08654771428572","5,663803065","-3,93757444620166",16,36,11,3UTR,,0,0
hsa-miR-3688-5p,NM_000176,NR3C1,4398,4418,"0,807692307692","-17,8",1,"0,007060892","0,647","5,13033375","4,228924390875","-10,0937920368276",14,20,8,3UTR,,0,0
hsa-miR-4646-3p,NM_000176,NR3C1,4397,4422,"0,807692307692","-27,7",1,"0,00191522","0,632","5,40140454545455","4,337677779625","-5,0358313056853",19,25,15,3UTR,MIRT566605,0,1
hsa-miR-4662a-5p,NM_000176,NR3C1,3424,3446,"0,807692307692","-17,3",1,"4,556411E-07","0,632","4,1863735","4,5308907875","-10,7522443296924",15,17,15,3UTR,,0,0
hsa-miR-4714-3p,NM_000176,NR3C1,4723,4736,"0,807692307692","-20,6",0,"0,1838795","0,485","2,410798525","2,6589663225","-19,4238798686954",12,13,12,3UTR,MIRT687446,0,0
hsa-miR-4716-3p,NM_000176,NR3C1,3216,3237,"0,807692307692","-21,2",1,"0,03459569","0,632","1,84249016666667","2,05495633875","-8,45248003744976",16,21,6,3UTR,,0,0
hsa-miR-4718,NM_000176,NR3C1,4937,4958,"0,807692307692","-17,9",1,"0,0001877126","0,632","6,248369","5,7444197025","-12,8463227128011",14,21,6,3UTR,,0,1
hsa-miR-6507-5p,NM_000176,NR3C1,4127,4151,"0,807692307692","-17,2",1,"0,001118279","0,706","5,19831168181818","5,16660725","-12,9185665122379",16,24,7,3UTR,,0,0
hsa-miR-7852-3p,NM_000176,NR3C1,3316,3337,"0,807692307692",-17,1,"0,009273976","0,706","1,5819848875","3,23637027625","-9,86134350327509",16,21,8,3UTR,,0,1
hsa-miR-8074,NM_000176,NR3C1,4574,4603,"0,807692307692",-20,1,"0,003734271","0,574","3,93677467222222","4,18510718875","-15,4939171521791",17,29,8,3UTR,,0,0
hsa-miR-8082,NM_000176,NR3C1,5926,5945,"0,807692307692","-18,4",1,"0,02638672","0,603","3,73418027272727","3,18523277625","-7,48303883423299",15,19,11,3UTR,,0,0
hsa-miR-9903,NM_000176,NR3C1,3674,3711,"0,807692307692","-21,9",1,"0,00647263","0,603","0,007764780555556","0,92981170375","-3,93757444620166",20,37,7,3UTR,,0,0
hsa-miR-218-2-3p,NM_001024094,NR3C1,4835,4864,"0,807692307692","-19,9",1,"0,02815734","0,529","4,84178347368421","5,130600175","-7,14012814695347",19,29,12,3UTR,,0,0
hsa-miR-135b-3p,NM_001024094,NR3C1,6052,6068,"0,807692307692","-19,5",1,"0,01012653","0,529","3,73657857142857","2,670489131875","-15,1428954275097",15,16,15,3UTR,,0,0
hsa-miR-562,NM_001024094,NR3C1,3434,3451,"0,807692307692","-17,5",1,"4,40616E-07","0,632","4,51232","4,60272478875","-10,1721504219127",15,17,13,3UTR,,0,0
hsa-miR-301b-3p,NM_001024094,NR3C1,4920,4949,"0,807692307692","-17,3",1,"0,00157609","0,603","6,0323446","5,84848765","-10,0806713213566",16,20,10,3UTR,,0,0
hsa-miR-3134,NM_001024094,NR3C1,6515,6559,"0,807692307692","-19,8",1,"0,004700726","0,794","0,122559482352941","0,28884567875","-4,95700071937229",19,23,17,3UTR,,0,0
hsa-miR-4320,NM_001024094,NR3C1,4949,4985,"0,807692307692","-17,5",1,"0,003291822","0,662","6,08654771428572","5,6097641525","-3,93757444620166",16,36,11,3UTR,,0,0
hsa-miR-3688-5p,NM_001024094,NR3C1,4401,4421,"0,807692307692","-17,8",1,"0,007060892","0,647","4,563067875","4,399067678375","-10,0937920368276",14,20,8,3UTR,,0,0
hsa-miR-4662a-5p,NM_001024094,NR3C1,3427,3449,"0,807692307692","-17,3",1,"4,556411E-07","0,632","4,5598785","4,3673645375","-10,7522443296924",15,17,15,3UTR,,0,0
hsa-miR-4714-3p,NM_001024094,NR3C1,4726,4739,"0,807692307692","-20,6",0,"0,1838795","0,485","2,40139819166667","2,67588673125","-19,4238798686954",12,13,12,3UTR,MIRT687446,0,0
hsa-miR-4716-3p,NM_001024094,NR3C1,3219,3240,"0,807692307692","-21,2",1,"0,03459569","0,632","1,5853675","2,1645723125","-8,45248003744976",16,21,6,3UTR,,0,0
hsa-miR-4718,NM_001024094,NR3C1,4940,4961,"0,807692307692","-17,9",1,"0,0001877126","0,632","6,248369","5,60924254","-12,8463227128011",14,21,6,3UTR,,0,1
hsa-miR-6507-5p,NM_001024094,NR3C1,4130,4154,"0,807692307692","-17,2",1,"0,001118279","0,706","5,65130804545455","5,1338196125","-12,9185665122379",16,24,7,3UTR,,0,0
hsa-miR-6510-3p,NM_001024094,NR3C1,4815,4839,"0,807692307692","-26,4",1,"0,006293914","0,618","5,1023762","3,738024625","-12,2712053113878",15,19,11,3UTR,,0,0
hsa-miR-6806-5p,NM_001024094,NR3C1,3745,3769,"0,807692307692","-25,1",1,"0,04450403","0,603","1,16787526","1,22140497625","-11,1132183099982",14,19,10,3UTR,,0,0
hsa-miR-6810-3p,NM_001024094,NR3C1,4628,4652,"0,807692307692","-24,8",1,"0,00295262","0,471","3,58583155555556","4,12963668625","-9,67520877682312",19,24,13,3UTR,,0,0
hsa-miR-7852-3p,NM_001024094,NR3C1,3319,3340,"0,807692307692",-17,1,"0,009273976","0,706","2,3939535125","3,26275928875","-9,86134350327509",16,21,8,3UTR,,0,1
hsa-miR-8074,NM_001024094,NR3C1,4577,4606,"0,807692307692",-20,1,"0,003734271","0,574","3,93677472777778","4,07283123","-15,4939171521791",17,29,8,3UTR,,0,0
hsa-miR-8082,NM_001024094,NR3C1,5929,5948,"0,807692307692","-18,4",1,"0,02638672","0,603","3,73418027272727","3,18523277625","-7,48303883423299",15,19,11,3UTR,,0,0
hsa-miR-9903,NM_001024094,NR3C1,3677,3714,"0,807692307692","-21,9",1,"0,00647263","0,603","-0,079884952777778","0,94530697","-3,93757444620166",20,37,7,3UTR,,0,0
hsa-miR-492,XM_005268423,NR3C1,2677,2697,"0,807692307692","-20,1",1,"0,004232542","0,75",0,0,"-3,93757444620166",17,20,10,3UTR,,0,0
hsa-miR-3191-5p,XM_005268423,NR3C1,2815,2859,"0,807692307692","-23,9",1,"0,2161533","0,706",0,0,"-6,51454019367874",19,44,8,3UTR,,0,0
hsa-miR-5089-5p,XM_005268423,NR3C1,3288,3330,"0,807692307692","-19,4",1,"0,000517928","0,603",0,0,"-10,8144102997276",15,18,11,3UTR,,0,0
hsa-miR-222-5p,NM_001018076,NR3C1,4282,4305,"0,815384615385","-20,1",1,"0,0001741749","0,471","6,88949928571429","4,6399708225","-7,28437775579802",17,23,10,3UTR,,0,0
hsa-miR-4270,NM_001018076,NR3C1,4512,4532,"0,815384615385","-23,7",1,"0,03828139","0,515","6,68021333333333","5,464405997375","-15,568537860817",15,20,9,3UTR,,0,0
hsa-miR-7160-5p,NM_001018076,NR3C1,4508,4527,"0,815384615385","-24,1",1,"0,003535253","0,544","5,77032625","5,495978818625","-10,962203809379",15,19,8,3UTR,,0,0
hsa-miR-4270,NM_000176,NR3C1,4886,4906,"0,815384615385","-23,7",1,"0,03828139","0,515","5,84517622222222","5,7018711375","-15,568537860817",15,20,9,3UTR,,0,0
hsa-miR-222-5p,NM_001024094,NR3C1,4659,4682,"0,815384615385","-20,1",1,"0,0001741749","0,471","4,96901325714286","3,52332005","-7,28437775579802",17,23,10,3UTR,,0,0
hsa-miR-4270,NM_001024094,NR3C1,4889,4909,"0,815384615385","-23,7",1,"0,03828139","0,515","5,52431533333333","5,67287195","-15,568537860817",15,20,9,3UTR,,0,0
hsa-miR-6755-3p,XM_005268423,NR3C1,2763,2784,"0,815384615385","-20,8",1,"4,291977E-05","0,559",0,0,"-5,96246274500168",17,21,8,3UTR,,0,0
hsa-miR-656-5p,NM_001018077,NR3C1,4171,4193,"0,820512820513","-21,4",1,"2,650782E-06","0,515","4,619485875","5,4887325525","-11,6528387660797",17,22,9,3UTR,,0,0
hsa-miR-1287-5p,NM_001018077,NR3C1,4539,4560,"0,820512820513","-19,3",1,"0,009183587","0,603","5,34983009166667","4,999828755","-6,82534711231631",18,21,16,3UTR,,0,0
hsa-miR-3657,NM_001018077,NR3C1,3518,3541,"0,820512820513","-19,3",1,"0,0002219854","0,662","3,89504393","3,31044918625","-7,98902299433148",17,23,11,3UTR,,0,0
hsa-miR-6857-3p,NM_001018077,NR3C1,6011,6031,"0,820512820513","-20,1",1,"0,006226237","0,647","3,19138709166667","3,245248123125","-12,0413749423587",14,20,9,3UTR,,0,0
hsa-miR-1287-5p,NM_001018076,NR3C1,3663,3684,"0,820512820513","-19,3",1,"0,009183587","0,603","0,367755858333333","0,61568049875","-6,82534711231631",18,21,16,3UTR,,0,0
hsa-miR-3162-5p,NM_001018076,NR3C1,4338,4373,"0,820512820513","-27,6",1,"0,09061565","0,5","4,01894853928571","5,0156521975","-9,54656246863793",19,30,9,3UTR,MIRT555964,0,0
hsa-miR-4797-5p,NM_001018076,NR3C1,5275,5297,"0,820512820513","-19,1",1,"0,0001973442","0,676","3,72604204761905","4,1330980575","-9,54656246863793",17,22,9,3UTR,,0,0
hsa-miR-6768-3p,NM_001018076,NR3C1,2653,2674,"0,820512820513","-19,1",1,"0,0001615525","0,662","2,53425623529412","1,70682440125","-13,6655996434504",18,21,13,3UTR,,0,0
hsa-miR-6822-5p,NM_001018076,NR3C1,5702,5723,"0,820512820513","-22,5",1,"3,258233E-06","0,529","3,99312705","2,383109888125","-3,93757444620166",17,21,11,3UTR,,0,1
hsa-miR-455-3p,NM_001020825,NR3C1,3235,3257,"0,820512820513","-16,9",1,"0,0004330392","0,485","2,11419622222222","2,437353373125","-5,85080402196783",17,22,9,3UTR,,0,0
hsa-miR-7843-5p,NM_001020825,NR3C1,2829,2871,"0,820512820513","-27,4",1,"4,984973E-05","0,574","4,04670155555556","3,2442780025","-9,59801268497865",19,42,9,3UTR,,0,0
hsa-miR-520e-3p,NM_000176,NR3C1,4396,4415,"0,820512820513","-21,1",1,"0,002371299","0,647","3,9870743","4,5119580485","-6,85795948056534",16,19,10,3UTR,,0,0
hsa-miR-4711-5p,NM_000176,NR3C1,3502,3526,"0,820512820513","-20,2",1,"9,138167E-06","0,574","4,4923158","3,34003103125","-8,00485538994019",19,24,8,3UTR,,0,0
hsa-miR-5585-3p,NM_000176,NR3C1,3514,3538,"0,820512820513","-21,8",1,"0,006027975","0,559","3,654633","3,11464556125","-7,82643663868126",20,24,12,3UTR,,0,1
hsa-miR-7843-5p,NM_000176,NR3C1,5459,5501,"0,820512820513","-27,4",1,"4,984973E-05","0,574","4,04670155555556","3,2442780025","-9,59801268497865",19,42,9,3UTR,,0,0
hsa-miR-4711-5p,NM_001024094,NR3C1,3505,3529,"0,820512820513","-20,2",1,"9,138167E-06","0,574","4,3120078","3,35411771125","-8,00485538994019",19,24,8,3UTR,,0,0
hsa-miR-7843-5p,NM_001024094,NR3C1,5462,5504,"0,820512820513","-27,4",1,"4,984973E-05","0,574","4,04670155555556","3,2442780025","-9,59801268497865",19,42,9,3UTR,,0,0
hsa-miR-4742-5p,XM_005268423,NR3C1,2998,3022,"0,820512820513","-19,1",1,"0,04819046","0,632",0,0,"-10,6079947208479",16,24,7,3UTR,,0,0
hsa-miR-432-3p,NM_001018076,NR3C1,5546,5566,"0,824175824176","-20,7",1,"0,0001010153","0,544","3,50221366666667","2,2654511475","-9,20755830034069",16,20,11,3UTR,,0,0
hsa-miR-200a-5p,NM_000176,NR3C1,3679,3710,"0,826923076923","-19,5",1,"0,007779732","0,603","-0,965776","0,762181195","-10,962072132166",18,31,7,3UTR,,0,0
hsa-miR-200a-5p,NM_001024094,NR3C1,3682,3713,"0,826923076923","-19,5",1,"0,007779732","0,603","-0,2332723","0,75091175375","-10,962072132166",18,31,7,3UTR,,0,0
hsa-miR-7849-3p,XM_005268423,NR3C1,2763,2794,"0,826923076923","-18,9",1,"0,002101041","0,529",0,0,"-11,128578504379",17,31,8,3UTR,,0,0
hsa-miR-6785-5p,NM_001018077,NR3C1,5186,5227,"0,830769230769","-23,7",1,"0,08583019","0,515","3,949869","3,03051165","-10,1323735090384",15,20,7,3UTR,,0,0
hsa-miR-6785-5p,NM_001018076,NR3C1,4310,4351,"0,830769230769","-23,7",1,"0,08583019","0,515","5,54427167142857","4,7382975225","-10,1323735090384",15,20,7,3UTR,,0,0
hsa-miR-6829-5p,NM_000176,NR3C1,4886,4906,"0,830769230769","-23,4",1,"0,03828139","0,515","5,26528725","5,72520435","-10,0719953338138",15,20,8,3UTR,,0,0
hsa-let-7c-3p,NM_001018077,NR3C1,5322,5342,"0,846153846154","-18,4",1,"0,004293452","0,588","4,57848857142857","3,1930241075","-7,23613681449424",17,20,7,3UTR,,0,1
hsa-let-7f-1-3p,NM_001018077,NR3C1,5425,5450,"0,846153846154","-17,9",1,"0,0006938647","0,618","4,998166125","3,63930897125","-9,1130012792599",15,19,8,3UTR,,0,1
hsa-miR-18a-5p,NM_001018077,NR3C1,4684,4714,"0,846153846154","-22,2",1,"0,02760948","0,632","4,09916934782609","2,97481427","-4,79441436372207",18,30,10,3UTR,MIRT004545,1,1
hsa-miR-20a-3p,NM_001018077,NR3C1,6053,6074,"0,846153846154","-18,7",1,"0,001116545","0,691","3,037503055","2,658948","-10,2069942176764",18,21,13,3UTR,,0,0
hsa-miR-22-5p,NM_001018077,NR3C1,4536,4571,"0,846153846154","-21,6",1,"0,0353255","0,647","5,21616878461539","4,93977567625","-4,6730240064523",20,35,8,3UTR,,0,0
hsa-miR-31-5p,NM_001018077,NR3C1,4030,4080,"0,846153846154","-19,3",1,"0,09632291","0,735","5,88971025714286","5,51268883375","-4,52877439760775",19,50,7,3UTR,,0,0
hsa-miR-32-3p,NM_001018077,NR3C1,5834,5853,"0,846153846154","-16,3",1,"0,2496962","0,618","0,7107689","1,554441794375","-9,26258575571794",15,19,10,3UTR,,0,0
hsa-miR-98-3p,NM_001018077,NR3C1,3534,3550,"0,846153846154","-16,7",0,"0,0001615525","0,662","2,49765056","3,04280353625","-23,2818227245215",13,16,10,3UTR,,0,1
hsa-miR-105-5p,NM_001018077,NR3C1,6363,6387,"0,846153846154","-19,9",1,"0,001590574","0,485","0,068251865238095","0,10488739425","-9,54656246863793",18,24,9,3UTR,,0,0
hsa-miR-107,NM_001018077,NR3C1,4250,4290,"0,846153846154","-19,4",1,"0,004597869","0,574","5,24400247777778","5,09341837125","-11,0886338959733",17,40,9,3UTR,,0,0
hsa-miR-192-5p,NM_001018077,NR3C1,5922,5941,"0,846153846154","-16,4",1,"0,001139467","0,618","4,57634666666667","2,790518973125","-9,76156454228869",16,19,9,3UTR,,0,0
hsa-miR-192-3p,NM_001018077,NR3C1,5992,6019,"0,846153846154","-18,5",1,"0,02074866","0,632","2,5389184","3,181770405625","-13,9883693068227",16,27,5,3UTR,MIRT391240,0,1
