mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-15a-5p,NM_182515,ZNF714,7856,7872,1,"-17,4",1,"0,05113797","0,559","0,066717","0,0143626025","-13,6971789704486",15,16,15,3UTR,,0,0
hsa-miR-15a-3p,NM_182515,ZNF714,6794,6844,"0,846153846154",-22,1,"3,58338E-05","0,529","0,117294833333333","-0,0330353325","-5,48126098107298",20,50,7,3UTR,,0,0
hsa-miR-15a-3p,NM_182515,ZNF714,3798,3820,"0,923076923077","-20,9",1,"4,477673E-05","0,485","0,084496307692308","-0,2542690925","-7,79401004708206",17,22,11,3UTR,,0,0
hsa-miR-17-3p,NM_182515,ZNF714,76,99,"0,923076923077","-29,6",1,"0,07864849","0,324","0,035002636363636","-0,2487106375","-6,51454019367874",19,23,11,5UTR,,0,0
hsa-miR-18a-3p,NM_182515,ZNF714,207,260,"0,923076923077","-24,3",1,"0,0001533212","0,5","-0,3562305","0,30126217125","-7,86060578109565",19,31,11,5UTR,,0,0
hsa-miR-19a-5p,NM_182515,ZNF714,7331,7355,"0,846153846154","-17,9",1,"1,365091E-05","0,471","-0,4024285","0,0633173775","-5,58516405585352",18,24,6,3UTR,,0,0
hsa-miR-19a-3p,NM_182515,ZNF714,3056,3076,"0,923076923077","-18,1",1,"0,0003117867","0,426","0,12882424","-0,19960762125","-10,5632666011164",15,20,9,3UTR,,0,0
hsa-miR-19b-1-5p,NM_182515,ZNF714,7848,7867,"0,846153846154","-22,9",0,"0,003079609","0,559","0,01504233","-0,07402718875","-15,7996074849471",16,19,7,3UTR,,0,0
hsa-miR-19b-1-5p,NM_182515,ZNF714,3062,3102,"0,897435897436",-21,1,"0,01244034","0,618","-0,141627361538461","-0,20059423","-3,93757444620166",23,40,8,3UTR,,0,0
hsa-miR-20a-5p,NM_182515,ZNF714,2772,2798,"0,846153846154","-18,8",1,"0,06751601","0,735","-0,229085784615385","-0,33001574","-9,54656246863793",13,15,13,3UTR,,0,0
hsa-miR-21-3p,NM_182515,ZNF714,2919,2939,"0,923076923077","-21,6",1,"0,0005121887","0,574","-0,449040266666667","-0,1588739025","-11,638210795663",14,20,9,3UTR,,0,0
hsa-miR-21-3p,NM_182515,ZNF714,2968,2987,"0,846153846154",-21,1,"3,80043E-05","0,529","0,0693148","-0,310999955","-8,30637941217514",15,19,5,3UTR,,0,0
hsa-miR-22-3p,NM_182515,ZNF714,3,22,"0,923076923077","-20,6",1,"0,0006697561","0,314","0,035965","-0,051890175","-7,71479939808574",15,19,10,5UTR,,0,0
hsa-miR-23a-5p,NM_182515,ZNF714,6746,6769,"0,846153846154","-23,9",1,"2,868351E-06","0,412","-0,3819915","0,043490255","-8,97131764250296",17,23,8,3UTR,,0,0
hsa-miR-23a-5p,NM_182515,ZNF714,8699,8722,"0,923076923077","-22,9",1,"9,095179E-05","0,426","-0,095843571428571","0,104034750923913","-10,5069615052471",17,23,7,3UTR,,0,0
hsa-miR-23a-5p,NM_182515,ZNF714,7176,7194,"0,846153846154",-23,1,"0,0007564594","0,324","0,080315333333333","-0,14542350625","-12,2138472257544",14,18,11,3UTR,,0,0
hsa-miR-23a-3p,NM_182515,ZNF714,2469,2486,1,"-19,6",1,"0,008481803","0,603","-0,51383534","-1,6579485675","-10,5150611091922",14,17,10,3UTR,,0,0
hsa-miR-23a-3p,NM_182515,ZNF714,343,390,"0,923076923077","-18,6",1,"0,02570597","0,632","0,6551407425","0,5811572755","-6,97192013302624",18,47,8,5UTR,,0,0
hsa-miR-23a-3p,NM_182515,ZNF714,7835,7850,"0,846153846154","-18,1",1,"7,365766E-06","0,588","0,0735157","-0,08286625125","-11,128578504379",12,15,8,3UTR,,0,0
hsa-miR-24-3p,NM_182515,ZNF714,6061,6098,"0,846153846154","-21,5",1,"0,0002449112","0,574","0,162263688888889","0,21788000875","-8,05661162101414",20,37,10,3UTR,,0,0
hsa-miR-24-3p,NM_182515,ZNF714,5952,5971,"0,923076923077",-21,1,"8,087294E-06","0,706","-0,066381836363636","-0,02096119625","-8,00791852773079",16,19,11,3UTR,,0,0
hsa-miR-25-5p,NM_182515,ZNF714,7138,7159,"0,923076923077",-22,1,"0,004739363","0,397","-0,538412875","-0,0223561875","-4,99396410444743",15,21,10,3UTR,,0,0
hsa-miR-25-5p,NM_182515,ZNF714,6818,6843,"0,923076923077","-21,2",1,"0,001886974","0,529","0,3648977","0,090630255","-9,06124504818596",17,25,6,3UTR,,0,0
hsa-miR-25-5p,NM_182515,ZNF714,75,92,"0,923076923077","-21,7",1,"3,135543E-05","0,382","0,04690275","-0,2949199875","-8,05661162101414",15,17,12,5UTR,,0,0
hsa-miR-26a-5p,NM_182515,ZNF714,8694,8743,1,"-21,6",1,"0,0003169212","0,412","-0,039157515384615","0,118565766805556","-5,76291300427632",17,27,13,3UTR,,0,0
hsa-miR-26a-5p,NM_182515,ZNF714,2920,2941,"0,923076923077","-19,7",1,"0,0004921553","0,588","-0,477211266666667","-0,1873975025","-18,4508257685217",16,21,9,3UTR,,0,0
hsa-miR-27a-5p,NM_182515,ZNF714,4840,4895,1,"-26,7",1,"0,003975334","0,456","0,1047017","0,21903510125","-3,79332483735712",18,31,11,3UTR,,0,0
hsa-miR-28-5p,NM_182515,ZNF714,4811,4832,"0,846153846154","-18,7",1,"0,005420615","0,412","0,480346266666667","0,1659687475","-8,22439548650048",15,21,6,3UTR,,0,0
hsa-miR-28-3p,NM_182515,ZNF714,4953,4976,"0,846153846154","-21,9",1,"5,43983E-05","0,471","0,05420895","0,18928560875","-12,2087505883981",17,23,6,3UTR,,0,0
hsa-miR-29a-3p,NM_182515,ZNF714,2968,2991,"0,861538461538","-23,8",1,"3,647665E-06","0,5","0,043959766666667","-0,318922845","-6,24613133203853",19,23,9,3UTR,,0,0
hsa-miR-30a-5p,NM_182515,ZNF714,5856,5880,"0,846153846154","-19,6",1,"0,0009364033","0,662","-0,549931975","-0,0715837075","-6,51454019367874",18,24,10,3UTR,,0,0
hsa-miR-30a-3p,NM_182515,ZNF714,5232,5250,"0,846153846154",-20,1,"0,0001569741","0,632","-0,12880885","-0,18676880375","-16,4903741188607",15,18,10,3UTR,,0,1
hsa-miR-31-5p,NM_182515,ZNF714,6272,6298,"0,846153846154","-18,8",1,"0,005925038","0,559","-0,2044529125","0,10777175","-10,3702465501948",19,26,8,3UTR,,0,0
hsa-miR-31-3p,NM_182515,ZNF714,3951,3969,"0,846153846154","-16,8",1,"0,0002495815","0,529","-0,4998420875","-0,14839978","-10,7818194139169",13,18,8,3UTR,,0,0
hsa-miR-33a-5p,NM_182515,ZNF714,3054,3076,"0,846153846154","-20,2",1,"0,0003117867","0,426","-1,47278195714286","-0,21826015875","-10,5526945889671",17,22,12,3UTR,,0,0
hsa-miR-33a-3p,NM_182515,ZNF714,8681,8719,"0,923076923077","-20,9",1,"2,284266E-05","0,426","-0,054350616666667","-0,011197346607143","-13,6655996434504",12,14,12,3UTR,,0,1
hsa-miR-92a-1-5p,NM_182515,ZNF714,5048,5072,"0,846153846154",-29,1,"0,0008982885","0,574","-0,089370171428572","0,02100032","-6,8276705241817",18,24,7,3UTR,,0,0
hsa-miR-92a-3p,NM_182515,ZNF714,6627,6647,1,"-25,4",1,"5,549366E-05","0,441","-0,235062375","0,0116557","-11,4904172860116",16,20,8,3UTR,,0,0
hsa-miR-92a-3p,NM_182515,ZNF714,3040,3062,"0,846153846154","-23,5",1,"1,492264E-05","0,456","-1,60579515454545","-0,27847668375","-6,99539800191563",17,22,6,3UTR,,0,0
hsa-miR-92a-3p,NM_182515,ZNF714,3797,3818,"0,846153846154","-23,1",1,"1,71235E-05","0,485","0,087548572727273","-0,2226174","-7,80367080634498",17,21,8,3UTR,,0,0
hsa-miR-92a-2-5p,NM_182515,ZNF714,502,523,"0,923076923077","-22,4",1,"0,01171607","0,588","0,464846983333333","-0,762951405","-5,72816300081173",19,21,17,CDS,,0,0
hsa-miR-92a-2-5p,NM_182515,ZNF714,991,1025,"0,923076923077","-20,8",1,"0,05438124","0,603","-0,015739727272727","-1,8849191975","-3,93757444620166",20,34,11,CDS,,0,0
hsa-miR-93-5p,NM_182515,ZNF714,5228,5252,"0,846153846154","-22,5",1,"5,719617E-05","0,618","0,003576177777778","-0,121472925","-10,8297852120114",18,24,9,3UTR,,0,0
hsa-miR-93-3p,NM_182515,ZNF714,310,370,1,"-25,5",1,"0,0002330792","0,559","0,923068055555556","0,55923611975","-10,1979517026674",18,29,9,5UTR,,0,0
hsa-miR-93-3p,NM_182515,ZNF714,6633,6665,"0,846153846154",-22,1,"3,021723E-06","0,441","-0,115960818181818","0,026348625","-11,6055306434235",19,32,7,3UTR,,0,0
hsa-miR-96-5p,NM_182515,ZNF714,2222,2240,1,"-21,4",1,"0,008743151","0,588","0,34821182","-1,35686671","-7,75704666200692",16,18,10,3UTR,,0,0
hsa-miR-96-5p,NM_182515,ZNF714,7807,7861,"0,923076923077","-21,8",1,"0,0001162607","0,544","0,297888322222222","-0,078786735","-7,38221974226603",17,21,12,3UTR,,0,0
hsa-miR-96-3p,NM_182515,ZNF714,3467,3487,"0,846153846154","-16,8",1,"0,01112519","0,662","-0,113818273684211","-0,42671653875","-3,79332483735712",15,20,7,3UTR,,0,0
hsa-miR-99a-5p,NM_182515,ZNF714,238,256,"0,846153846154","-18,4",1,"0,0009861806","0,471","0,13633825","0,37002200375","-9,78282082397849",15,18,11,5UTR,,0,0
hsa-miR-99a-3p,NM_182515,ZNF714,6772,6808,"0,846153846154","-22,3",1,"3,544971E-05","0,441","0,0710394","0,055122145","-7,82643663868126",17,21,11,3UTR,,0,0
hsa-miR-99a-3p,NM_182515,ZNF714,6243,6263,"0,846153846154","-19,3",1,"0,0008663096","0,485","-0,01711844","0,12613778","-7,82643663868126",17,20,13,3UTR,,0,0
hsa-miR-100-5p,NM_182515,ZNF714,238,256,"0,923076923077","-19,2",1,"0,0009861806","0,471","-0,002496933333333","0,38209810875","-10,4066116611953",15,18,11,5UTR,,0,0
hsa-miR-100-5p,NM_182515,ZNF714,2887,2906,"0,846153846154","-17,8",1,"0,001839687","0,471","-0,251839166666667","-0,4108326225","-7,69924924430879",17,19,14,3UTR,,0,0
hsa-miR-101-5p,NM_182515,ZNF714,8683,8721,1,"-20,8",1,"7,125369E-05","0,426","-0,076530581818182","0,002305008161765","-6,85795948056534",14,18,11,3UTR,,0,0
hsa-miR-101-5p,NM_182515,ZNF714,6285,6305,"0,923076923077","-19,3",1,"0,000520638","0,603","0,2506184","-0,07772627","-7,3025209902843",16,20,13,3UTR,,0,0
hsa-miR-29b-1-5p,NM_182515,ZNF714,8716,8763,"0,846153846154","-22,7",1,"0,0001351341","0,456",0,0,"-8,58768747968667",19,27,10,3UTR,,0,0
hsa-miR-29b-1-5p,NM_182515,ZNF714,5052,5071,"0,923076923077","-22,2",1,"0,001191129","0,588","0,003285366666667","-0,14894655875","-11,9947507980206",17,19,12,3UTR,,0,0
hsa-miR-29b-1-5p,NM_182515,ZNF714,6127,6153,1,"-20,8",1,"8,96785E-05","0,574","0,046551","-0,011361105","-8,57350836846426",21,26,8,3UTR,,0,0
hsa-miR-29b-2-5p,NM_182515,ZNF714,5052,5073,1,"-25,7",1,"0,0008779147","0,574","0,003285366666667","-0,14894655875","-8,70703595965483",17,21,12,3UTR,,0,0
hsa-miR-29b-2-5p,NM_182515,ZNF714,4936,4958,1,"-21,9",1,"0,0009484385","0,559","0,236838528571428","0,11049022875","-7,79489591025362",18,22,8,3UTR,,0,0
hsa-miR-29b-2-5p,NM_182515,ZNF714,8705,8724,1,"-21,5",1,"5,963557E-06","0,456","0,085067075","0,076934182083333","-5,22701318475104",17,19,9,3UTR,,0,0
hsa-miR-29b-2-5p,NM_182515,ZNF714,7265,7282,1,"-21,4",1,"0,01762792","0,544","-0,415272133333333","0,05719838","-7,79489591025362",15,17,9,3UTR,,0,0
hsa-miR-103a-2-5p,NM_182515,ZNF714,8683,8721,1,"-24,5",1,"7,125369E-05","0,426","-0,076530581818182","0,002305008161765","-5,33701137222844",16,18,16,3UTR,,0,0
hsa-miR-103a-1-5p,NM_182515,ZNF714,8683,8722,1,"-28,5",1,"9,095179E-05","0,426","-0,076530581818182","0,002305008161765","-5,48126098107298",17,19,17,3UTR,,0,0
hsa-miR-105-5p,NM_182515,ZNF714,8718,8757,1,-25,0,"0,001503234","0,426",0,0,"-17,1102449395148",15,17,15,3UTR,,0,0
hsa-miR-105-3p,NM_182515,ZNF714,6732,6752,"0,907692307692","-20,5",1,"0,00553179","0,485","0,2032759","-0,0109958875","-14,4600216195945",15,20,11,3UTR,,0,0
hsa-miR-192-5p,NM_182515,ZNF714,2880,2909,"0,846153846154","-21,8",1,"0,00589586","0,471","0,0670096","-0,472633665","-7,49779848186265",18,24,7,3UTR,,0,0
hsa-miR-192-5p,NM_182515,ZNF714,7599,7622,"0,923076923077","-18,5",1,"0,008726723","0,618","-0,1570394","0,0619571125","-8,19651780519924",17,23,7,3UTR,,0,0
hsa-miR-197-5p,NM_182515,ZNF714,88,116,"0,846153846154","-32,9",1,"0,0005178117","0,338","-0,141476863636364","-0,1641584375","-3,93757444620166",22,28,13,5UTR,,0,0
hsa-miR-197-3p,NM_182515,ZNF714,3038,3064,"0,846153846154","-21,2",1,"6,331465E-06","0,456","-1,30908791428571","-0,33519970375","-6,48425845568591",19,26,7,3UTR,,0,1
hsa-miR-199a-5p,NM_182515,ZNF714,2060,2094,"0,923076923077","-23,7",1,"0,002992323","0,426","-0,617062642857143","-0,2171158125","-6,07158228769832",20,27,12,3UTR,,0,0
hsa-miR-208a-5p,NM_182515,ZNF714,3058,3096,"0,923076923077","-28,8",1,"0,0002133178","0,574","-0,6599204","-0,06327615125","-4,95700071937229",17,20,12,3UTR,,0,0
hsa-miR-208a-5p,NM_182515,ZNF714,2135,2153,"0,923076923077",-27,1,"2,321508E-05","0,574","0,043960952941177","-0,784808885","-4,95700071937229",16,18,11,3UTR,,0,0
hsa-miR-129-5p,NM_182515,ZNF714,8697,8720,"0,846153846154","-22,1",1,"3,847564E-05","0,426","-0,072802688235294","0,11295032375","-3,93757444620166",20,23,11,3UTR,,0,0
hsa-miR-30c-2-3p,NM_182515,ZNF714,7161,7182,"0,923076923077","-22,8",1,"0,02436667","0,353","-0,064734083333333","-0,06998120625","-5,31550453032697",17,21,8,3UTR,,0,1
hsa-miR-30c-2-3p,NM_182515,ZNF714,6032,6053,"0,923076923077","-22,3",1,"0,001995185","0,706","0,68115386","0,00691797625","-10,1091522312084",20,21,20,3UTR,,0,1
hsa-miR-30c-2-3p,NM_182515,ZNF714,7091,7114,1,"-21,7",1,"2,316148E-07","0,559","-0,037409385714286","0,0978549825","-7,05204361694256",17,23,8,3UTR,,0,1
hsa-miR-30c-2-3p,NM_182515,ZNF714,7821,7841,"0,871794871795","-20,7",1,"0,0005171193","0,588","-0,179565544444445","-0,12434152625","-8,14027900573733",16,20,9,3UTR,,0,1
hsa-miR-139-5p,NM_182515,ZNF714,2613,2649,"0,846153846154","-21,4",1,"0,002696475","0,588","-0,365330874285714","-0,12718116","-3,79332483735712",22,36,8,3UTR,,0,1
hsa-miR-139-5p,NM_182515,ZNF714,3800,3834,"0,846153846154",-21,1,"0,0003301822","0,485","-0,1505828","-0,159314165","-9,77961154894154",18,34,10,3UTR,,0,1
hsa-miR-139-5p,NM_182515,ZNF714,2027,2046,"0,846153846154","-20,7",1,"5,300993E-05","0,456","-0,5645426","-0,6207864175","-11,3845407366295",15,19,7,CDS,,0,1
hsa-miR-139-3p,NM_182515,ZNF714,3073,3105,"0,923076923077","-26,3",1,"0,019017","0,632","-0,9582462125","-0,128456525","-8,11766930251667",20,32,8,3UTR,,0,0
hsa-miR-147a,NM_182515,ZNF714,3236,3268,1,"-19,6",1,"0,04721001","0,706","0,2859916875","-0,4430878925","-7,78177519478264",14,17,8,3UTR,,0,0
hsa-miR-7-5p,NM_182515,ZNF714,396,419,1,"-19,9",1,"0,001583803","0,574","0,7866686","-0,02553343275","-7,99696806447388",20,23,11,CDS,,0,0
hsa-miR-10b-3p,NM_182515,ZNF714,5951,5974,"0,807692307692","-19,4",1,"5,870183E-05","0,721","0,072702953333333","-0,02316213875","-6,2512093753823",21,23,15,3UTR,,0,0
hsa-miR-34a-5p,NM_182515,ZNF714,4869,4891,1,"-23,6",1,"0,0004584551","0,426","0,124097161538462","0,09280159","-9,07603789418476",17,22,10,3UTR,,0,0
hsa-miR-34a-3p,NM_182515,ZNF714,3186,3209,"0,846153846154","-18,8",0,"0,003942842","0,691","0,293929959090909","-0,08946229","-15,5665584046434",15,23,8,3UTR,,0,0
hsa-miR-181a-5p,NM_182515,ZNF714,60,76,"0,846153846154","-17,5",1,"1,127552E-06","0,353","-0,243476857142857","-0,17822105","-12,5809081554625",15,16,15,5UTR,,0,0
hsa-miR-181a-2-3p,NM_182515,ZNF714,2972,2989,1,"-19,1",1,"0,0003215107","0,529","-0,695540166666667","-0,3696317875","-8,82806429066934",16,17,16,3UTR,,0,0
hsa-miR-181c-5p,NM_182515,ZNF714,640,664,"0,846153846154",-19,1,"0,007424198","0,647","-1,42065807142857","-0,7085972325","-4,76182347791137",19,24,10,CDS,,0,0
hsa-miR-181c-3p,NM_182515,ZNF714,2948,2989,1,"-19,6",1,"0,0003215107","0,529","-0,125068833333333","-0,3696319125","-7,39609037920399",16,19,13,3UTR,,0,0
hsa-miR-182-5p,NM_182515,ZNF714,6271,6288,"0,846153846154","-19,9",1,"0,0001116692","0,471","0,223409933333333","0,0685906675","-10,4034023861583",14,17,9,3UTR,,0,0
hsa-miR-182-3p,NM_182515,ZNF714,7692,7732,"0,923076923077","-22,6",1,"0,001546212","0,5","0,515464484615385","0,09799298125","-5,22670505886791",16,20,8,3UTR,,0,0
hsa-miR-183-5p,NM_182515,ZNF714,2233,2252,"0,923076923077","-18,1",1,"0,2652158","0,662","-0,420871","-1,49314587","-9,70462956753803",15,19,8,3UTR,,0,0
hsa-miR-183-5p,NM_182515,ZNF714,4485,4499,"0,923076923077","-17,6",1,"0,001349654","0,706","0,187970436363636","0,1378276625","-10,6335773684912",12,14,11,3UTR,,0,0
hsa-miR-183-5p,NM_182515,ZNF714,3779,3820,"0,846153846154","-17,9",1,"4,477673E-05","0,485","-0,178024311428571","-0,25208622625","-8,05661162101414",18,41,9,3UTR,,0,0
hsa-miR-183-3p,NM_182515,ZNF714,7154,7170,"0,923076923077",-18,1,"0,0003680269","0,368","-0,363899616666667","0,02302226375","-11,14169921985",14,16,9,3UTR,,0,0
hsa-miR-187-3p,NM_182515,ZNF714,3796,3821,"0,923076923077","-29,9",1,"0,0001604796","0,485","0,297634286666667","-0,18332571625","-4,6730240064523",21,25,7,3UTR,,0,0
hsa-miR-204-5p,NM_182515,ZNF714,2061,2103,"0,923076923077","-21,7",1,"7,939336E-05","0,456","-0,491297266666667","-0,36082617875","-9,86134350327509",18,37,13,3UTR,,0,0
hsa-miR-204-3p,NM_182515,ZNF714,2226,2250,"0,923076923077",-22,1,"0,01583297","0,662","-0,671394928571429","-1,757781565","-6,08354497638831",18,24,7,3UTR,,0,0
hsa-miR-204-3p,NM_182515,ZNF714,8578,8597,1,-22,1,"0,009936947","0,647","-0,024144","-0,005554125","-9,59293464163489",15,19,5,3UTR,,0,0
hsa-miR-205-5p,NM_182515,ZNF714,322,348,1,-20,1,"5,377744E-06","0,515","0,465156833333333","0,6726787405","-14,4354372055697",15,18,9,5UTR,,0,0
hsa-miR-205-3p,NM_182515,ZNF714,3677,3697,1,"-19,8",1,"0,002201282","0,618","-0,019609825","-0,24444608125","-5,49511392050811",17,20,9,3UTR,,0,0
hsa-miR-210-5p,NM_182515,ZNF714,2022,2041,"0,923076923077","-27,8",1,"3,863224E-06","0,5","0,0313874","-0,77103054625","-7,88173677056207",17,19,15,CDS,,0,0
hsa-miR-210-3p,NM_182515,ZNF714,3870,3904,"0,846153846154","-25,5",1,"0,0001173783","0,5","0,024047277777778","-0,29356102375","-5,33701137222844",20,34,6,3UTR,,0,0
hsa-miR-212-5p,NM_182515,ZNF714,66,85,1,"-23,9",1,"5,372242E-06","0,353","0,006327142857143","-0,2989951625","-4,79441436372207",17,19,13,5UTR,,0,0
hsa-miR-212-5p,NM_182515,ZNF714,1935,1959,"0,846153846154","-22,6",1,"1,325051E-05","0,471","-0,740375691666667","-0,761398915","-11,128578504379",19,24,9,CDS,,0,0
hsa-miR-212-5p,NM_182515,ZNF714,2868,2889,"0,923076923077","-21,2",1,"6,979911E-05","0,471","-0,268742333333333","-0,30149198","-4,52877439760775",17,21,8,3UTR,,0,0
hsa-miR-212-5p,NM_182515,ZNF714,2100,2118,"0,923076923077","-21,4",1,"0,000286701","0,412","-0,288813775","-0,25712168","-12,4177091170452",16,18,13,3UTR,,0,0
hsa-miR-212-3p,NM_182515,ZNF714,63,80,"0,846153846154","-21,1",1,"5,441946E-08","0,353","0,019029142857143","-0,21675025","-9,02672536910431",14,17,10,5UTR,,0,0
hsa-miR-181a-3p,NM_182515,ZNF714,4185,4203,"0,846153846154","-17,9",1,"0,001998669","0,676","-0,2352455875","-0,01815554","-14,2430476751199",14,18,8,3UTR,,0,0
hsa-miR-214-3p,NM_182515,ZNF714,5209,5237,1,"-27,4",1,"0,0002218688","0,632","0,1763937125","-0,04590573875","-10,5818211374173",14,16,14,3UTR,,0,0
hsa-miR-215-3p,NM_182515,ZNF714,6293,6308,"0,923076923077","-17,4",1,"0,0003531062","0,618","0,297554425","-0,0709920225","-12,4080483577823",14,15,14,3UTR,,0,1
hsa-miR-215-3p,NM_182515,ZNF714,316,371,"0,846153846154","-17,6",1,"0,0002263652","0,574","0,733895649629629","0,5367668955","-3,93757444620166",20,55,10,5UTR,,0,1
hsa-miR-216a-5p,NM_182515,ZNF714,7705,7729,"0,923076923077","-21,7",1,"5,05302E-05","0,5","0,561489538461538","0,03000085","-7,48303883423299",17,24,6,3UTR,,0,0
hsa-miR-216a-5p,NM_182515,ZNF714,3058,3073,1,"-20,4",1,"0,0001069014","0,426","-0,126770163636364","-0,14707484625","-8,25287639635227",13,15,11,3UTR,,0,0
hsa-miR-216a-3p,NM_182515,ZNF714,8697,8716,"0,892307692308","-24,3",1,"5,749755E-06","0,426","-0,1449716","0,102810952159091","-12,4080483577823",18,19,18,3UTR,,0,0
hsa-miR-216a-3p,NM_182515,ZNF714,2860,2896,"0,923076923077","-21,5",1,"4,526009E-06","0,471","-0,513834536","-0,2824763225","-9,95757038220718",20,36,10,3UTR,,0,0
hsa-miR-217-3p,NM_182515,ZNF714,4183,4203,"0,846153846154",-18,1,"0,001998669","0,676","-0,527378555555556","-0,21755634375","-11,14169921985",18,20,9,3UTR,,0,0
hsa-miR-218-5p,NM_182515,ZNF714,2842,2859,"0,923076923077","-17,8",1,"6,249338E-06","0,485","-0,988321714285714","-0,437771545","-13,2281768615687",15,17,9,3UTR,,0,0
hsa-miR-218-2-3p,NM_182515,ZNF714,35,54,"0,923076923077",-20,1,"2,1643E-06","0,324","0,070777444444445","-0,174821336029412","-8,66051072386539",16,19,12,5UTR,,0,0
hsa-miR-219a-1-3p,NM_182515,ZNF714,4799,4820,"0,923076923077",-21,1,"0,0006840793","0,353","0,3677813875","0,0871732825","-8,71744569861605",16,21,8,3UTR,,0,0
hsa-miR-219a-1-3p,NM_182515,ZNF714,6121,6140,"0,923076923077","-19,7",1,"0,0002273868","0,529","-0,362750914285714","0,12355717625","-8,04179792999236",16,19,13,3UTR,,0,0
hsa-miR-221-5p,NM_182515,ZNF714,3945,3968,"0,846153846154","-17,6",1,"0,0003627929","0,529","-0,6162625","-0,0883705925","-7,39639850508713",18,23,9,3UTR,,0,0
