miRNA,Gene,ΔG open,Probability exact,Conservation PhyloP,miRmap score
hsa-miR-6512-5p,SLC6A4,37.8578,2.16004753549789,63.514846604796,5.19736
hsa-miR-4796-3p,SLC6A4,67.2578,35.9614297639319,77.3746225520111,5.21024
hsa-miR-557,SLC6A4,31.6159,32.0073152744498,67.3378632561545,5.37546
hsa-miR-454-3p,SLC6A4,38.3032,30.5051250757651,13.8435773359638,5.88039
hsa-miR-3159,SLC6A4,49.948,0.808396223740889,42.452477619597,5.97117
hsa-miR-3168,SLC6A4,38.9516,15.3320103900256,30.375415286317,5.99313
hsa-miR-4799-5p,SLC6A4,48.4527,0.611124217313188,93.3002202564815,6.05801
hsa-miR-4662b,SLC6A4,21.7968,1.60478000658942,62.9797411031359,6.19877
hsa-miR-1298,SLC6A4,57.8131,2.23596368354878,44.21237665788,6.31364
hsa-miR-3681-5p,SLC6A4,25.8068,4.82601168219558,17.5183648801506,6.35792
hsa-miR-6508-5p,SLC6A4,34.5121,2.421215504119,25.2838793494879,6.36929
hsa-miR-4318,SLC6A4,22.9274,12.6795612074525,57.3184577399367,6.41452
hsa-miR-4677-5p,SLC6A4,35.9867,2.98670638697842,62.9640675684244,6.46112
hsa-miR-5692c,SLC6A4,79.4292,2.12383207862317,84.5364171428564,6.47929
hsa-miR-489,SLC6A4,37.7275,4.68424784074245,64.3334146764406,6.70629
hsa-miR-1245b-3p,SLC6A4,56.4439,33.1051021196885,77.1855031093064,6.71894
hsa-miR-548g-5p,SLC6A4,77.0373,19.0632557633771,64.4415541898023,7.24846
hsa-miR-548aj-5p,SLC6A4,77.0373,19.0632557633771,64.4415541898023,7.24846
hsa-miR-892c-5p,SLC6A4,67.8598,1.004003062669,9.23733026408593,7.31858
hsa-miR-450b-3p,SLC6A4,23.4291,21.7546388855801,52.7701922449608,7.61755
hsa-miR-3167,SLC6A4,49.9329,1.0225057843272,30.7665710546044,7.87524
hsa-miR-30d-3p,SLC6A4,40.6054,0.362673481409838,85.5336818878917,7.92915
hsa-miR-34a-3p,SLC6A4,72.0132,1.03430911116147,63.0015842871896,8.03749
hsa-miR-548e,SLC6A4,93.9707,13.3502054816694,57.3184577399367,8.0925
hsa-miR-1246,SLC6A4,52.614,22.9456596208654,38.4558969180239,8.10671
hsa-miR-876-5p,SLC6A4,49.9329,1.0225057843272,30.7665710546044,8.10947
hsa-miR-7-5p,SLC6A4,83.6653,2.36677614433021,44.534694891806,8.16345
hsa-miR-3682-5p,SLC6A4,21.9809,6.78176252790705,22.7597970421651,8.1958
hsa-miR-506-5p,SLC6A4,60.5123,1.004003062669,9.23733026408593,8.2175
hsa-miR-140-3p,SLC6A4,38.4074,6.68658465161675,46.0980446543467,8.3637
hsa-miR-4295,SLC6A4,38.6987,30.5051250757651,13.8435773359638,8.38504
hsa-miR-34c-3p,SLC6A4,23.3246,3.9861631551253,22.7597970421651,8.4828
hsa-miR-3609,SLC6A4,66.1919,35.9614297639319,77.3746225520111,8.6129
hsa-miR-19b-3p,SLC6A4,36.2494,32.2140903530728,18.2062545279647,8.70868
hsa-miR-4528,SLC6A4,51.3013,1.98805509520343,51.0178674357638,8.74696
hsa-miR-1323,SLC6A4,77.3042,1.22072267649885,72.4258286725133,8.77899
hsa-miR-551b-5p,SLC6A4,87.8349,2.49092019014819,51.0178674357638,8.82902
hsa-miR-3942-3p,SLC6A4,77.318,0.666036019973955,28.3748342891258,8.9211
hsa-miR-2909,SLC6A4,34.5018,2.25026088914988,13.1495180388076,9.1585
hsa-miR-3975,SLC6A4,60.4609,7.25467009778948,54.0414813091786,9.37513
hsa-miR-101-3p,SLC6A4,60.3364,7.59439524756549,60.6120397162644,9.46993
hsa-miR-19a-3p,SLC6A4,36.2494,32.2140903530728,18.2062545279647,9.50556
hsa-miR-3145-3p,SLC6A4,65.4003,74.1241102777701,32.585081761637,9.50819
hsa-miR-410,SLC6A4,78.1848,15.1396099666548,57.316685606615,9.51679
hsa-miR-519a-3p,SLC6A4,12.6374,34.8238183080752,81.7431280936033,9.90454
hsa-miR-2392,SLC6A4,51.2697,3.77922543223489,5.24379500644335,10.0552
hsa-miR-3153,SLC6A4,70.5806,25.5831300409074,77.721527494911,10.2322
hsa-miR-548as-3p,SLC6A4,66.9012,25.8157887929425,46.9051923112517,10.2326
hsa-miR-16-2-3p,SLC6A4,74.0669,2.03859873753971,10.8939861277404,10.3635
hsa-miR-4470,SLC6A4,77.2361,1.29330074458546,87.9897405294898,10.4139
hsa-miR-4662a-3p,SLC6A4,88.936,10.4275189763263,87.9897405294898,10.4889
hsa-miR-3613-3p,SLC6A4,65.0857,0.0248768279473039,43.8094066674482,10.7287
hsa-miR-212-3p,SLC6A4,51.8876,2.98509543423464,73.1823195702459,10.7425
hsa-miR-5007-5p,SLC6A4,29.4909,7.49620457984571,43.713908371781,10.9549
hsa-miR-3666,SLC6A4,38.5385,30.5051250757651,13.8435773359638,11.0974
hsa-miR-3125,SLC6A4,35.9601,19.5321436963651,69.2286507488839,11.122
hsa-miR-500b,SLC6A4,73.2414,1.44395580598986,13.5879044418456,11.164
hsa-miR-4276,SLC6A4,66.8788,35.8940950372277,72.4258286725133,11.3326
hsa-miR-1276,SLC6A4,89.1422,23.1568338396733,90.8184197375221,11.8445
hsa-miR-335-3p,SLC6A4,65.1526,39.5021877202959,71.1409269990025,12.0199
hsa-miR-219-5p,SLC6A4,72.0422,5.54973994730636,20.1439051018668,12.1651
hsa-miR-500a-5p,SLC6A4,31.3919,1.48424511451473,74.4158556312555,12.8096
hsa-miR-5695,SLC6A4,38.8073,15.8803074503312,49.3811776075334,12.9603
hsa-miR-144-5p,SLC6A4,68.4403,39.8832322589569,37.05728991983,13
hsa-miR-3942-5p,SLC6A4,84.2458,30.0099042613882,71.6474814638136,13.0076
hsa-miR-3662,SLC6A4,81.628,0.188404021371767,56.9838002073265,13.0776
hsa-miR-3674,SLC6A4,71.0607,4.78858026579791,39.3890891982961,13.1532
hsa-miR-4445-5p,SLC6A4,70.6892,5.54973994730636,20.1439051018668,13.1953
hsa-miR-3132,SLC6A4,59.8155,48.8283571674308,49.4043072291094,13.3718
hsa-miR-3188,SLC6A4,58.116,7.25467009778948,54.0414813091786,13.5282
hsa-miR-938,SLC6A4,29.1056,6.41508489953309,89.2298137934194,13.7344
hsa-miR-4733-5p,SLC6A4,19.5694,3.42040119848688,43.3316657777558,13.7812
hsa-miR-29b-2-5p,SLC6A4,43.6701,31.6800207936823,43.713908371781,13.8403
hsa-miR-195-3p,SLC6A4,74.0669,2.03859873753971,10.8939861277404,13.8634
hsa-miR-532-5p,SLC6A4,26.0885,30.0822577254865,55.5993702757059,14.0008
hsa-miR-501-5p,SLC6A4,72.9015,1.44395580598986,13.5879044418456,14.2093
hsa-miR-3607-5p,SLC6A4,25.0249,90.1233881372228,33.2720787793336,14.4416
hsa-miR-548t-3p,SLC6A4,54.7007,10.1131353524044,46.9051923112517,14.8645
hsa-miR-548aa,SLC6A4,54.7007,10.1131353524044,46.9051923112517,14.8645
hsa-miR-583,SLC6A4,88.5243,17.1666377263137,90.8184197375221,15.0239
hsa-miR-548o-3p,SLC6A4,77.3042,1.22072267649885,72.4258286725133,15.0821
hsa-miR-4693-3p,SLC6A4,29.1662,7.82308857746212,43.713908371781,15.1509
hsa-miR-2054,SLC6A4,72.3828,3.81740811024865,87.0773150263648,15.2505
hsa-miR-654-3p,SLC6A4,92.7729,5.62014942516094,35.0146240379777,15.3341
hsa-miR-620,SLC6A4,88.1886,50.6331121732728,49.3811776075334,15.3356
hsa-miR-5186,SLC6A4,76.9532,2.29638990137097,43.232295042608,15.4649
hsa-miR-659-3p,SLC6A4,37.246,1.12785279981263,47.5640714802446,15.5854
hsa-miR-4699-5p,SLC6A4,87.6595,17.1577077815368,70.1001202819083,15.6903
hsa-miR-3606-5p,SLC6A4,73.1075,6.66297025298309,43.713908371781,15.7243
hsa-miR-501-3p,SLC6A4,38.6634,10.4233289501994,46.5122775365562,15.8326
hsa-miR-939-3p,SLC6A4,3.89593,8.64327263810706,49.1329476733662,15.8896
hsa-miR-3126-3p,SLC6A4,31.2937,4.48818404887259,87.0773150263648,16.1041
hsa-miR-4791,SLC6A4,58.0843,7.15072492098974,18.9138607998465,16.1041
hsa-miR-144-3p,SLC6A4,60.5206,7.59439524756549,60.6120397162644,16.3002
hsa-miR-4676-3p,SLC6A4,49.1452,28.5654682675613,23.1753426157239,16.4425
hsa-miR-145-5p,SLC6A4,27.1514,28.8551299628381,21.6648024261687,16.5346
hsa-miR-921,SLC6A4,71.0847,6.66297025298309,43.713908371781,16.6869
hsa-miR-3182,SLC6A4,51.0511,36.9932449963266,38.4599793881204,16.8159
hsa-miR-4720-5p,SLC6A4,10.8369,39.5551013219571,41.3717257047413,16.8502
hsa-miR-100-3p,SLC6A4,76.3277,22.0586365112836,57.3184577399367,17.3397
hsa-miR-320c,SLC6A4,77.3146,19.9717091914303,70.1001202819083,17.352
hsa-miR-758-5p,SLC6A4,20.6634,2.50357546314504,48.999433836221,17.3607
hsa-miR-374c-5p,SLC6A4,56.3907,8.18414336116306,36.9007252225898,17.4802
hsa-miR-493-5p,SLC6A4,41.8182,9.7807911543824,66.9801417365358,17.8735
hsa-miR-1205,SLC6A4,21.9513,7.04657063013191,16.283529254705,17.9824
hsa-miR-1229-5p,SLC6A4,27.6968,7.49826474056613,15.8465211775839,18.1841
hsa-miR-320d,SLC6A4,77.4287,19.9717091914303,70.1001202819083,18.317
hsa-miR-4266,SLC6A4,84.5338,4.3886922270136,6.48611297258037,18.3896
hsa-miR-4719,SLC6A4,50.1245,0.870410159411519,19.8798834907666,18.4629
hsa-miR-4291,SLC6A4,62.0132,31.8809251887487,97.2692869473717,18.5888
hsa-miR-4644,SLC6A4,33.8184,6.42915750114587,30.7665710546044,19.0098
hsa-miR-4424,SLC6A4,64.3288,5.72387774293748,12.1152747784604,19.4419
hsa-miR-151a-3p,SLC6A4,19.2992,6.20986655889806,75.2201022402784,19.5883
hsa-miR-3128,SLC6A4,10.8308,5.68371235385445,49.1329476733662,19.6257
hsa-miR-96-5p,SLC6A4,70.4987,12.6277396458723,74.4158556312555,19.6334
hsa-miR-4446-5p,SLC6A4,36.028,2.08897973560858,57.8691973955679,19.7705
hsa-miR-374c-3p,SLC6A4,47.275,43.3782561963206,70.1001202819083,19.7799
hsa-miR-488-3p,SLC6A4,57.8918,19.3802262056471,76.8698927281756,20.1192
hsa-miR-548ay-3p,SLC6A4,66.9012,10.1131353524044,46.9051923112517,20.31
hsa-miR-3529-3p,SLC6A4,74.1178,22.5698042088309,56.2459232729281,20.715
hsa-miR-378g,SLC6A4,22.1171,12.0180792269657,99.1885598423825,20.8325
hsa-miR-3671,SLC6A4,80.7945,59.9358840807973,71.205275128949,20.8912
hsa-miR-591,SLC6A4,48.6134,9.33265972790079,41.4506840894064,20.9157
hsa-miR-4306,SLC6A4,56.4237,6.42915750114587,30.7665710546044,21.4724
hsa-miR-3685,SLC6A4,31.1573,2.29617304234777,37.7924233293082,21.6119
hsa-miR-495-5p,SLC6A4,55.9085,1.36409747069576,45.8453778234186,21.821
hsa-miR-3163,SLC6A4,74.5109,48.0624420773421,70.1001202819083,21.8748
hsa-miR-380-3p,SLC6A4,94.083,3.38343447999607,72.4258286725133,22.1383
hsa-miR-4799-3p,SLC6A4,10.8369,39.5551013219571,41.3717257047413,22.2495
hsa-miR-379-3p,SLC6A4,94.083,3.38343447999607,72.4258286725133,22.2843
hsa-miR-6076,SLC6A4,42.6734,6.88998292544991,14.4495944243172,22.6874
hsa-miR-26b-3p,SLC6A4,36.7991,37.0311643455264,73.5455675204455,22.9092
hsa-miR-154-5p,SLC6A4,33.1636,18.4680087245483,30.0186782852103,23.0195
hsa-miR-28-5p,SLC6A4,34.5236,5.98849222103449,49.1089779293265,23.2876
hsa-miR-548a-3p,SLC6A4,93.9707,13.3502054816694,57.3184577399367,23.3183
hsa-miR-320b,SLC6A4,77.1916,19.9717091914303,70.1001202819083,23.8942
hsa-miR-185-5p,SLC6A4,42.8648,6.42915750114587,30.7665710546044,23.9142
hsa-miR-2964a-5p,SLC6A4,17.0228,16.2075709512382,34.8791674176355,23.9835
hsa-miR-4477b,SLC6A4,54.8556,0.833443440920709,49.2495015382774,24.2126
hsa-miR-3660,SLC6A4,37.2243,6.91454995479264,47.6250197395962,24.3562
hsa-miR-135b-5p,SLC6A4,26.0762,26.5191245649072,98.9814696551048,24.472
hsa-miR-635,SLC6A4,27.401,3.54047139265471,7.92260424311726,24.5474
hsa-miR-149-5p,SLC6A4,27.6855,7.26335994864778,18.9289698772778,24.5818
hsa-miR-411-3p,SLC6A4,94.083,3.38343447999607,72.4258286725133,24.6993
hsa-miR-33b-5p,SLC6A4,85.3287,30.9545654013511,25.7123286790111,24.7173
hsa-miR-4704-5p,SLC6A4,59.6261,8.4302706075321,5.02878929032886,24.7714
hsa-miR-1270,SLC6A4,88.1869,50.6331121732728,49.3811776075334,24.8137
hsa-miR-3190-5p,SLC6A4,57.9751,13.9802738836523,57.3184577399367,24.8983
hsa-miR-374a-3p,SLC6A4,69.8092,1.1790392742534,44.6547142618796,24.9839
hsa-miR-1227-3p,SLC6A4,29.9792,13.0288668790749,24.891752189602,24.9968
hsa-miR-4680-5p,SLC6A4,5.14576,9.52748432535235,66.3277472628088,25.1775
hsa-miR-377-3p,SLC6A4,21.8569,10.6140022463497,57.3184577399367,25.226
hsa-miR-3186-5p,SLC6A4,50.0113,55.2885100189643,9.25706001506707,25.5866
hsa-miR-4784,SLC6A4,52.8865,6.70248506499652,20.9728434351715,25.6334
hsa-miR-1262,SLC6A4,86.1709,8.96631513302675,30.7665710546044,25.7164
hsa-miR-676-3p,SLC6A4,37.0807,7.63067266416112,50.5450097578911,25.9997
hsa-miR-4759,SLC6A4,49.2244,4.4369278697458,67.0294070428779,26.1791
hsa-miR-632,SLC6A4,59.689,9.17242414464993,21.8680464277927,26.2903
hsa-miR-492,SLC6A4,63.5128,11.3756421156952,55.6083753383626,26.4186
hsa-miR-4684-3p,SLC6A4,53.3581,31.9748251457951,56.1250769073044,26.8667
hsa-miR-1273d,SLC6A4,17.8644,20.037998347844,44.21237665788,26.9754
hsa-miR-892a,SLC6A4,21.9264,54.9402731525276,91.7709085806302,27.7973
hsa-miR-5002-5p,SLC6A4,85.1761,0.639439809771265,15.4058900723385,27.9071
hsa-miR-33a-5p,SLC6A4,84.3501,30.9545654013511,25.7123286790111,28.4583
hsa-miR-3689f,SLC6A4,86.9577,12.0957225022371,64.6598810150307,28.5147
hsa-miR-3136-5p,SLC6A4,49.4949,8.90846798858764,34.6320926518557,28.6041
hsa-miR-524-5p,SLC6A4,96.3057,0.993005212206623,30.7665710546044,28.631
hsa-miR-6126,SLC6A4,54.3746,14.5409164183502,57.3184577399367,28.6478
hsa-miR-567,SLC6A4,88.2623,17.7644018788046,41.0508251774726,28.6568
hsa-miR-296-3p,SLC6A4,87.7922,1.93772056692525,58.398986497263,28.7127
hsa-miR-769-3p,SLC6A4,22.976,21.7546388855801,52.7701922449608,28.7935
hsa-miR-3064-5p,SLC6A4,27.3421,7.26335994864778,18.9289698772778,29.0693
hsa-miR-4288,SLC6A4,59.8102,9.17242414464993,21.8680464277927,29.0828
hsa-miR-5192,SLC6A4,42.8648,6.42915750114587,30.7665710546044,29.1267
hsa-miR-6127,SLC6A4,56.9595,5.19289067966251,19.9521602764633,29.1759
hsa-miR-4679,SLC6A4,59.997,9.1876275111694,30.4258882687006,29.3039
hsa-miR-4273,SLC6A4,38.9819,40.4789285057623,81.2882017795632,29.8158
hsa-miR-4770,SLC6A4,48.0721,7.67552375713834,30.375415286317,30.2795
hsa-miR-5197-3p,SLC6A4,76.9383,0.751780528754964,43.713908371781,30.5839
hsa-miR-520d-5p,SLC6A4,96.4789,0.993005212206623,30.7665710546044,30.7253
hsa-miR-361-5p,SLC6A4,69.5927,30.3915296724329,68.592979962948,30.8122
hsa-miR-548ar-3p,SLC6A4,93.962,13.3502054816694,57.3184577399367,31.0712
hsa-miR-122-3p,SLC6A4,58.1412,56.3459765758177,15.1620314003647,31.2262
hsa-miR-890,SLC6A4,69.2142,30.0481643890531,70.1522997630461,31.29
hsa-miR-4495,SLC6A4,94.2076,3.38343447999607,72.4258286725133,31.6728
hsa-miR-4513,SLC6A4,54.7734,10.2607388975538,69.2306329128214,31.8893
hsa-miR-3689a-5p,SLC6A4,86.9577,12.0957225022371,64.6598810150307,32.0227
hsa-miR-3689b-5p,SLC6A4,86.9577,12.0957225022371,64.6598810150307,32.0227
hsa-miR-873-3p,SLC6A4,59.6349,8.67679284712198,87.0773150263648,32.5425
hsa-miR-744-3p,SLC6A4,51.7317,8.49330687859783,35.7483003600581,32.5753
hsa-miR-4486,SLC6A4,24.1153,12.0180792269657,99.1885598423825,32.5852
hsa-miR-4279,SLC6A4,36.0489,25.5625361786683,81.7431280936033,33.305
hsa-miR-1279,SLC6A4,71.2516,15.1981928827798,69.8069175421115,33.3728
hsa-miR-4254,SLC6A4,38.4714,6.2874246395532,49.1329476733662,33.54
hsa-miR-4302,SLC6A4,64.2191,10.1587996667187,69.8069175421115,33.5877
hsa-miR-661,SLC6A4,39.9994,13.3475567036003,49.1329476733662,33.5905
hsa-miR-885-5p,SLC6A4,48.6114,2.6470819217489,24.459640451214,33.63
hsa-miR-190b,SLC6A4,54.4941,51.2724667884278,40.8590278444151,33.8041
hsa-miR-4429,SLC6A4,77.3146,19.9717091914303,70.1001202819083,33.9102
hsa-miR-1226-3p,SLC6A4,19.7622,7.70998885189722,93.0628068990332,34.2236
hsa-miR-193b-5p,SLC6A4,33.5357,29.4468452975747,9.51722231360013,34.469
hsa-miR-93-3p,SLC6A4,59.6888,10.5736819579644,35.0146240379777,34.6407
hsa-miR-4666b,SLC6A4,46.5791,5.8933143447442,20.1680323688684,35.0141
hsa-miR-6133,SLC6A4,56.9595,5.19289067966251,19.9521602764633,35.0226
hsa-miR-5194,SLC6A4,53.4799,7.24384263655961,98.1114047018241,35.2433
hsa-miR-22-5p,SLC6A4,37.394,2.43536555538293,44.21237665788,35.4764
hsa-miR-6500-3p,SLC6A4,61.2729,4.99141315717772,19.4011974633027,35.7088
hsa-miR-3149,SLC6A4,55.0355,23.741578705807,34.820161941481,35.7508
hsa-miR-5683,SLC6A4,48.9272,3.33384346836887,94.3502289399348,36.3462
hsa-miR-624-3p,SLC6A4,76.9728,2.26402369215808,31.2671659006894,36.4754
hsa-miR-3591-3p,SLC6A4,65.144,8.04540780106964,72.1243559772153,36.8976
hsa-miR-3692-5p,SLC6A4,59.6193,10.5736819579644,35.0146240379777,37.091
hsa-miR-1185-5p,SLC6A4,50.4913,5.10880359341597,22.7569878826774,37.3689
hsa-miR-614,SLC6A4,61.4557,58.8816936441873,15.1620314003647,37.4066
hsa-miR-3139,SLC6A4,34.541,5.98849222103449,49.1089779293265,37.4153
hsa-miR-1267,SLC6A4,49.2863,6.87172029771026,43.0949087659822,37.5575
hsa-miR-216a-3p,SLC6A4,41.4589,7.74101518214531,48.9181782416946,37.7079
hsa-miR-660-3p,SLC6A4,28.8869,48.8913392237407,49.2173799809581,38.0241
hsa-miR-5585-3p,SLC6A4,70.8187,1.85514374887601,58.7564192247849,38.4048
hsa-miR-4657,SLC6A4,89.3545,8.11464778919196,49.1329476733662,38.8957
hsa-miR-3935,SLC6A4,50.037,10.4273950568844,52.0143445659895,39.0915
hsa-miR-626,SLC6A4,59.786,53.4828411072388,39.0936942639457,39.1903
hsa-miR-99b-3p,SLC6A4,44.4215,3.47169610243925,61.1016735895821,39.4259
hsa-miR-1197,SLC6A4,57.3238,3.36325884587318,21.4342806983045,39.5955
hsa-miR-3129-5p,SLC6A4,47.7477,8.6911055426533,48.4305527861414,39.9795
hsa-miR-4261,SLC6A4,55.6264,29.1443579400685,64.6598810150307,40.4095
hsa-miR-4738-3p,SLC6A4,41.3662,17.6095877711338,51.0178674357638,40.4582
hsa-miR-595,SLC6A4,79.1379,41.7930089917496,48.0443064835007,40.6706
hsa-miR-485-3p,SLC6A4,63.7768,9.85142523622531,32.4793182196177,40.6967
hsa-miR-4473,SLC6A4,38.3807,14.5483128600344,17.0395738373788,40.745
hsa-miR-509-5p,SLC6A4,77.3274,97.9280746775732,58.1300816743431,40.8061
hsa-miR-143-3p,SLC6A4,45.6241,7.67552375713834,30.375415286317,40.9126
hsa-miR-95,SLC6A4,34.7796,46.6430300657997,1.75434635387507,40.9675
hsa-miR-199a-3p,SLC6A4,47.7477,8.6911055426533,48.4305527861414,41.4429
hsa-miR-708-5p,SLC6A4,34.541,5.98849222103449,49.1089779293265,41.6433
hsa-miR-4296,SLC6A4,87.9167,8.904293452391,67.3111762410217,41.6612
hsa-miR-3618,SLC6A4,41.2151,24.3086805414102,57.2934640966445,42.0469
hsa-miR-190a,SLC6A4,54.6589,51.2724667884278,40.8590278444151,42.5286
hsa-miR-4708-5p,SLC6A4,45.6241,7.67552375713834,30.375415286317,42.6547
hsa-miR-548an,SLC6A4,51.0168,11.6142877257638,43.713908371781,43.1288
hsa-miR-3672,SLC6A4,31.2654,9.409071553719,52.7701922449608,43.6344
hsa-miR-4526,SLC6A4,37.0121,6.91454995479264,47.6250197395962,43.9614
hsa-miR-3190-3p,SLC6A4,37.7339,31.5841923403224,43.6434956078004,44.0659
hsa-miR-424-3p,SLC6A4,78.3679,30.5109337996009,33.7514080255586,44.5075
hsa-miR-3680-5p,SLC6A4,66.0052,11.9175263448861,52.7701922449608,44.5269
hsa-miR-1282,SLC6A4,11.3003,46.4433571201865,32.3618060900215,45.0086
hsa-miR-6501-3p,SLC6A4,75.2378,32.0553805279495,67.8622046887497,45.2796
hsa-miR-182-3p,SLC6A4,55.8805,41.7938919177726,98.4252823303737,45.3818
hsa-miR-4427,SLC6A4,57.1594,17.0317746487774,58.7564192247849,45.7378
hsa-miR-6088,SLC6A4,46.087,7.67552375713834,30.375415286317,45.8347
hsa-miR-215,SLC6A4,52.4366,37.4469682876207,58.7564192247849,45.942
hsa-miR-4278,SLC6A4,47.2633,5.02666049341314,33.9251689794757,45.9799
hsa-miR-3150b-3p,SLC6A4,52.8863,6.70248506499652,20.9728434351715,46.0964
