,adipocyte_1,arachnoid_mater_1,artery_1,colon_1,small_intestine_1,dura_mater_1,brain_1,bladder_1,skin_1,myocardium_1,bone_1,liver_1,lung_1,stomach_1,spleen_1,muscle_1,gallbladder_1,fascia_1,epididymis_1,nerve_nervus_intercostalis_1,kidney_1,thyroid_1,testis_1,tunica_albuginea_1,myocardium_2,lung_2,liver_2,kidney_2,colon_2,muscle_2,small_intestine_duodenum_2,pancreas_2,small_intestine_jejunum_2,kidney_glandula_suprarenalis_2,brain_thalamus_2,bone_marrow_2,spinal_cord_2,pleura_2,brain_pituitary_gland_2,kidney_cortex_renalis_2,stomach_2,nerve_not_specified_2,esophagus_2,prostate_2,adipocyte_2,skin_2,spleen_2,brain_white_matter_2,brain_nucleus_caudatus_2,kidney_medulla_renalis_2,thyroid_2,brain_gray_matter_2,lymph_node_2,brain_cerebral_cortex_temporal_2,brain_cerebral_cortex_frontal_2,dura_mater_2,artery_2,brain_cerebral_cortex_occipital_2,vein_2,brain_cerebellum_2,testis_2
hsa-miR-526b-3p,1.29018489418503,-0.348415241358496,0.21910201058901,0.407954309994026,0.158568451427695,0.332012216504078,-0.516321871381641,0.194632110035972,0.831330234954397,0.446913771651969,1.59749613923794,1.04269618130216,0.016144353980402,0.225593369369024,1.53949059789275,1.35655178553673,0.268198530910626,0.485488902793594,0.081050039775792,0.386864617270889,-0.123436317052817,1.16592809737059,0.072474333141521,0.631894927242997,-0.238813056481341,-0.139874299889847,0.010778533008898,-0.238012166959851,-0.29334248904979,-0.237663673017061,-0.103132896730783,-0.093455067366235,-0.242526738696077,0.303789408086547,-0.26746155907919,-0.186039073662331,-0.764818519608082,-0.260866018250137,-0.441603824997068,-0.239999438214536,1.36262061522953,-0.127382460492214,-0.039836855666258,-0.456531883883707,-0.224300666371986,0.012378897689904,-0.020625598241736,-0.420470162067067,-0.825461964782647,0.026074461228636,-0.484489881568617,-0.28477767891237,0.704254114268937,-0.114384302457536,-0.264282977076644,-1.01115373921335,-0.401264263914113,-0.592203321544499,-0.509022806422762,-0.62559393996206,-0.611613931220229
hsa-miR-29b-1-5p,1.2846891130797,-0.011449684174861,0.347316067008498,0.479293225583906,0.065533403207456,0.625542830827147,1.32196195095319,0.277334554271104,1.54444942044408,0.233199239002363,1.77014395856194,-0.122692118109952,0.552179736294214,0.073419621496514,0.5471570672223,1.9126302059486,0.258344221684912,0.599880519663696,0.586241777169205,0.394511381783662,-0.55502018492462,1.61491038672287,0.032192436016308,0.962427406867953,-0.174037055065739,0.13361196048511,0.797650046874561,1.62678106083908,0.498245807333838,0.378839743833267,1.09086616941394,0.569525002553894,1.08799604697936,0.286402636218842,-0.890440672284254,-0.351423490033712,-0.344165393406005,-0.11924282894101,-0.668001358715913,1.10116578190325,0.429914242632837,-0.117031614140806,-0.227984790219647,-0.367470000856639,-0.54237989455071,-0.620832372750537,1.05484999161058,-0.663857672120507,-0.788086978651084,1.54059801310804,-0.165457534611145,-0.298563389277062,0.06529369465314,0.015287560817991,-0.020400250606488,0.451561722761768,-0.116405034999644,-0.506050037276399,-0.180703623147273,-0.187483690686545,-1.08647325453822
hsa-miR-32-5p,0.66184108006863,-0.799966724565487,-1.0976335360126,1.51525111565103,-1.15714932557531,-0.48259965772891,2.23181721949886,-1.11303288381154,1.47494570517633,1.67524432538914,1.01568126857141,0.035423648041525,1.9651342435901,-0.747425170786488,1.32915968873539,2.39077366652218,-1.19098864434013,-1.44545988364757,2.33012873473605,-1.25164732902344,-1.55683641109062,3.85203793205589,0.552087424865339,-0.514396863808205,-0.489029919373621,-0.317658737466841,-0.980224288262147,-0.7841883033045,-0.393423299733274,0.629513528921618,-0.674239031474978,-0.24425809167425,-1.32102626844571,-0.554960626814964,0.662101845276425,-2.01471678711177,1.38752579998374,-0.444120752911205,0.153116882006669,-0.278721611310153,-1.2795744522015,-0.803587878833719,-0.171626793128056,-0.91156968798641,-0.198540312225133,-1.04234523313538,-0.900054710167757,1.35197272046203,0.687962385942252,-0.733228370734389,0.557068592659032,0.093113153615637,-1.62523348442271,0.475037624773769,0.371407539295917,0.416582684742047,-0.2784140344439,0.710255110922158,1.28499772866979,0.151826642816296,-0.905691782459912
hsa-miR-3184-3p,1.44901979220267,0.141809845311356,0.491389995512972,0.181135876314121,0.286205027134052,0.25309852805417,0.068333761743746,0.466700983504932,0.989888741062345,0.630145514043825,1.34730855246109,1.34721655950077,0.293718633914273,0.772858499251833,1.71776696450087,1.699674183633,0.696625864564739,0.394840373602895,1.49525828556236,0.472186311847645,0.553467145237592,1.28124908211908,1.88388408214063,0.848757326891156,1.0063948748845,1.15742910443241,1.35212853597653,1.00810178439064,1.07181435225044,0.649157163878932,1.02185948711327,1.13610575422692,1.14365477072366,1.1868413201879,0.630783803110042,0.918556072425219,0.641795016841598,1.14011236871805,0.809463572796799,1.04546257583978,1.49578804635672,1.08577688900468,0.947985555465523,0.78301788782188,0.783317102251964,1.14496299093067,1.22443621250949,0.5860672967995,0.726271879373499,1.15169574388343,0.870678689464969,0.620963126152182,1.23476991190659,0.686580444074845,0.549333072144391,0.373029283920294,0.892494705265535,0.597143523317855,1.201992837098,0.440781680457773,1.02140977568014
hsa-miR-5587-5p,0.043358233043622,1.05403696687296,2.32527199115891,2.83011563402763,2.5344664207864,1.82733005889437,0.22659877345593,1.97972675991892,0.506096486335897,-0.170432976249373,0.463778570721216,1.77884764495336,0.796039493646212,2.89413910060003,0.901330868827431,-1.56626572603501,1.69885913953683,1.61754137886995,1.0556696709765,1.63975081074592,1.51058520802803,-2.34105988999443,0.9178718448397,1.71896165016161,1.47206343113658,1.567797750802,2.43578440100819,1.51683996950809,1.50007984016512,0.189212137715542,1.94844433464267,1.27824106147714,1.32541945095363,1.67664095981913,0.527936094706777,1.58180515966651,0.328542449044409,0.885449428538352,0.473050079644317,1.44283988378933,1.68573114251737,1.07826845095434,1.41350031634971,0.548566848252524,0.762825085627154,1.93819042607543,1.80431368330489,0.814002608043775,0.2493805641492,1.46435375675166,0.770360734640289,0.509376850948018,1.92816191751099,0.186124338975336,0.258339339441455,1.0999124914506,0.992847876798808,0.133699655185894,1.35469796589514,0.091173353317749,0.659324911758397
hsa-miR-216a-3p,0.810621109580399,-0.698327073598535,-0.257744779844552,-1.16907818478478,-0.891227419444486,-0.197868656724976,-0.374362809595787,-0.658559701079205,0.574034033889874,-0.456244591387258,1.23252537730915,-0.206796219899424,-0.484189209920997,-0.525120943399125,0.731321796651687,1.23427289175532,-0.66622918635285,-0.021167203679396,-1.05235463969306,-0.586724884186643,-1.03012591446235,0.597264691511932,-1.15118787214375,0.232090251163837,-0.939892065590898,-1.01679359701395,-0.520746958544054,-0.110407799364204,-1.05288761357452,-1.5304313196561,-0.621655085472177,-0.059680779131844,-0.385066001458191,-1.1706035577244,-1.95709065876751,-1.42972305367995,-1.96240509282556,-1.22945657197018,-1.99759882018762,-0.303138752150375,-0.81922590267423,-0.739615648217769,-1.65543443567332,-1.55916947373209,-1.30676909112247,-1.26315630140919,-0.371681816292899,-1.84813895879621,-1.2416545859978,-0.092030987944341,-1.45895803962996,-1.50066643466214,-0.573615508579235,-2.53398955980568,-1.25325242939718,-1.11292057205726,-1.74214403760935,-1.92547881839062,-2.00932790585417,-1.64553174262614,-1.87144949516414
hsa-miR-3621,-1.9902042935053,1.38408260993625,0.98077872466158,1.58872237941467,1.98594932059361,1.20427234350883,0.875414460211159,1.10294346126689,-1.99157235348414,0.862987708679674,-2.40185308233385,0.54040836983446,1.08337748557366,1.79724766656106,-0.097764413914566,-3.55061312981345,1.3672245790921,0.915241270087775,1.61323431355087,1.05159331201258,2.03938822099873,-2.11834624133756,1.0758283659893,0.339733557014764,1.60143180725368,1.7784377793353,1.76092591364475,1.58719632258444,2.01969896338881,1.68929250658539,1.54067920536011,1.60723969465306,1.8125978314272,1.39140581327522,2.2037257981254,1.38742204601354,2.57644382740265,2.04175073994817,1.79499777195245,1.52736102425164,1.97570452707451,2.65134394363479,1.89518979655877,2.24861520863315,1.69578083804057,2.06092926933827,1.4664750083887,2.71358410649943,2.08697261901364,1.54097291502546,1.75354195659114,2.07830188791535,1.57634346178153,2.13206361863017,2.11012001302729,2.43877369933235,2.59843567953995,2.1930533738747,1.88126046264857,1.94568217044567,1.94752404810547
hsa-miR-33b-3p,1.81701323864696,1.53920662931051,0.975282625116678,1.60762553028848,1.64291332621454,1.15500157518413,1.6015971248462,1.16008664349163,1.68893522806941,2.0130067576196,1.55611674380101,0.676896188862728,1.7296374689367,2.04612209114516,0.608430576015332,2.07271196058251,0.845294219466635,0.832571597510226,2.20790565031695,1.12897798191914,1.62921078931496,1.77812586549133,2.33675980131394,1.45929400913936,1.98842078402134,2.02680735662726,2.36635297507676,1.86802637264108,2.06937781115329,2.06760054971869,1.96308833288062,2.1753660389013,2.08878632307218,2.37522716257118,1.87561741571937,2.00207352411587,2.01341392335684,2.2701431568272,2.16313425731746,2.00061506619563,2.00285219466306,2.31671410822368,2.16448383974689,1.99175986971012,2.10912716111694,2.44578872328779,1.86479068473358,2.05893541297195,2.60574037532902,2.20548708528011,2.72236590744266,2.64058116777217,2.56428821775017,2.69386847227907,2.52174900016717,2.33443374496097,2.73920425261714,2.7153278786299,2.60161552978246,2.54116114546789,2.58080150006944
hsa-miR-302c-3p,1.36871881898521,-0.538019119763885,0.158457527661587,-0.140352034638945,-0.420157980165531,0.199139651841273,-0.22913922330152,-0.041376075124106,0.724362685899252,0.481391819317029,1.5776846863504,0.473976062143845,-0.277479622704916,0.051876660747686,0.964240476471124,1.47074300939848,0.008327038838249,0.398608009122795,-0.576700843670772,-0.051033396405802,-0.309343288203797,1.2987912562273,-0.330433719570393,0.827189136518934,-1.08385425001725,-0.768714151598314,-0.709324255739481,-0.734694503071823,-0.686437152317119,-0.483052536201551,-0.827526140663905,-0.580064181723645,-0.821242464635049,-0.613062506810196,-0.680499183812212,-0.693702129612038,-0.803689903343875,-0.838044203866862,-0.903868733769118,-1.0165336673959,-0.794678707607504,-0.991794456498373,-0.894777797279228,-0.924169231394471,-0.890993152109326,-0.549062632202185,-0.431474748146456,-0.633347646666914,-1.12747768512378,-0.677695216112586,-1.10603100553813,-0.648029235053445,-0.65857250623957,-0.775765701882458,-0.367191759419339,-1.19410410763762,-1.128403029783,-0.940685339936287,-0.502387689545851,-0.663113647271188,-1.112279504176
hsa-miR-542-5p,-0.407468804677865,0.764688459846714,-0.927987331001741,0.608194279330844,3.64682462182144,-0.057576030016005,0.797583842132779,0.661764131579831,-0.226835001512305,0.301471390303705,0.552784228624856,-1.6110768864267,-0.069000507753324,0.232939009636319,0.271163889583327,1.3373801774633,1.69720546200357,-0.179449820412475,3.23608682130212,0.56996527826529,0.572543606949867,2.10825573557761,2.3151402544853,1.3690488417773,1.11873856042247,1.91389645648334,1.32967959218713,2.10640790324508,1.99635493190359,1.77740000395478,2.85443266846276,1.48108172198643,2.31847534202194,1.24666945552142,-0.335992274688961,0.950590751953213,0.872032378556653,1.74287893085321,2.95704015044532,2.18292271409905,1.00577279346272,1.48322774606345,1.14639121019068,1.8742991722578,1.23217192320532,1.20169586787283,1.90215799837023,0.739978319678065,-0.045390179091696,2.32324589713909,1.186811540579,0.997854599903792,2.4387096461234,-0.553605383476679,-0.03265852201945,1.22709798104167,1.07001197240744,-0.478185536508403,0.405617310747167,-0.100835925826517,2.40562711647464
hsa-miR-6722-3p,2.73097783500389,3.756410587841,4.57068575993153,5.36630945183674,5.26264506939218,4.22993131574863,3.82634610365774,5.28039131593073,3.43428789709832,3.57391770849591,3.63949025477027,2.87840510729596,4.27693546025016,5.78811608354622,2.73279779431138,3.03221633069317,5.6488322545954,3.63834166959373,4.36197705854337,4.17665953441395,5.66598252133643,4.86695522705824,5.13528865354061,5.26202224421003,4.28978840771283,4.75907935616411,4.03818154515781,4.1097079123757,4.30826516114057,3.48049915031259,4.43618534573842,4.14641216825898,4.36272666435928,4.33302692512486,3.77728659606803,3.75246849128542,3.75903158618197,4.30349510067142,3.55527411929747,4.08371523067048,3.79288864919998,4.56620053297074,4.32996079606638,3.87448616962894,3.85865479936738,5.46812170000782,3.97632646693728,4.26263700626569,3.45367414209283,4.03367053963656,3.71952197672599,3.60421773220214,3.61804773598717,3.69036438510172,3.50691234658298,3.8211278697521,4.49753687771605,3.69370994099531,4.00874391307761,3.54174318350863,4.15228996738229
hsa-miR-1273g-5p,0.472071336454544,2.04866925647175,0.878461541780915,1.85500251276272,2.22315792314419,1.24920625838584,2.52732194115765,2.33714692727669,1.78372231770714,2.82006988797779,0.42449234666255,1.09078294085707,2.49629131321271,2.27527539110482,1.27387719563361,0.597639523475355,2.79829637246129,0.409573669496483,2.36443926202908,1.20079991523116,2.7077117561832,1.53417087531557,2.31476576865751,1.76587990096682,2.1236321540425,1.75815347365251,1.39148097614946,1.82908170007169,1.92696994091447,1.90157797462085,1.71361790591368,1.83465344637631,1.90773934479449,1.51929933898617,1.94827733012494,2.3895973373546,2.2824245195891,1.86345612646467,2.14440878382609,1.87300848949735,1.13791149187811,1.73907709651458,1.79386813632184,2.29009005241767,1.80285506144371,1.14202784542427,1.42457903231919,1.97837994099287,1.96091396195582,1.77007885393159,1.91318994086324,1.99662092805641,0.622204364438881,1.88362520082166,1.71902380885784,1.92444580895082,1.76542255696984,2.11435595581321,1.83567592023698,2.27381456307399,1.90046078030989
hsa-miR-151b,1.72404892230296,2.87863975438351,1.04259998448899,4.32826050082051,2.69272677558211,1.77990509337363,4.95323288035124,4.19206274826404,3.74897788957517,4.00578369509391,2.51113517360111,1.13887830794409,3.5378750354495,2.65978364233637,2.85436780953067,3.79621445616591,2.52666026247837,1.10735888746175,4.81833873696056,3.30483252147642,2.66478093220286,4.91047481031336,3.87963282378001,2.57614524685006,3.28608685734125,3.26853572591498,1.51511650459673,3.0004240452886,3.90570259212029,3.52521317561213,3.10556268669899,2.7663806339864,3.33995032009787,2.72402390501728,4.10859228370146,1.55669586987464,4.05941046837815,3.59729895809962,3.69920452562771,3.20026678269119,0.933909242363151,4.1160244734157,4.57562354864352,4.45071539574185,2.5891636186903,3.54530134023953,1.86385689221831,4.83245020232309,4.10499043659024,2.99323154205351,4.18536169690553,3.85767815279606,1.68135710911698,4.43291193022485,4.06780975430616,4.61716872222658,4.41441544443454,4.08480354447299,3.71840749881507,3.8136483834685,3.87909092035399
hsa-miR-4497,2.40526341363271,4.5280770159256,4.44913912251815,4.76295885700428,5.55253058252979,3.91648012071935,2.53554485242996,3.86408516840528,3.25737587711476,3.17304740971292,1.72027877004119,2.93511010713575,3.16552247371729,5.03455367846754,2.12857349554323,1.38478723641058,4.24739396651432,4.55656069580067,4.10427884790583,4.57727929800515,4.19276724082372,2.09768997362905,3.37467632474137,3.4033497715531,5.34245526605229,5.76307699100559,6.03146944718875,5.48560053478237,6.11408829886767,4.66671165075324,5.46899956103197,6.23122122279496,5.89372985840516,6.41290883662075,4.85998404101546,5.26932528087065,5.06225117005056,5.06839652327957,4.55958719912398,5.47561379387143,5.23137738319544,5.249833068406,5.50218839699331,5.15980912351224,5.04765489536799,6.45612934467247,5.43873519331916,5.02385780606301,4.63367580790408,5.33562827529012,4.83629804239333,4.77827410390355,6.31619552941547,4.71459347804316,4.54172528553092,4.88849966362849,5.03241599674142,4.73727026987788,5.08841167727032,4.12580369086416,4.85128972269266
hsa-miR-4496,2.02341986891299,3.75135505363401,3.88081095011422,3.52217696321844,4.11866468574877,3.47593597103526,3.47644299508588,4.14360092599172,2.74164763508222,4.52581346685598,1.52078277893163,2.6642647683354,4.05044733776473,3.87575201982145,2.37470497827716,1.76421127165287,4.32131202327114,3.41136728149222,3.9823309695923,3.35240751724308,4.70542143738263,2.58181971513405,3.65246750924079,3.46302407448203,4.01859310918446,3.95612282600777,3.68059766343564,3.95836729604854,4.10939933823951,3.76552845981846,4.0084344337243,3.68348332499245,4.02247820854708,4.07625952821333,3.71509368187026,3.72946559010454,3.50337961104425,4.06941858270802,3.78154616135803,4.03977678644939,4.02912124900344,3.75879262844082,3.8855420843566,3.86562506458432,3.60682612536306,3.70325086607958,3.59830272932709,4.00301117151574,3.5989984636936,4.10647923164595,4.01813704095436,3.77941755425013,4.06414800437389,3.61163442186531,3.59766114015085,3.84055561611075,3.79111194471177,3.79732432763881,3.5454274145756,3.55157051492953,3.77071671989859
